subid, subage, gender, group, code, cong, targ, resp, unknown, trial, block, Acc, RT, pause_time,,,,,
102,25, F, adult, BBB,0,25,102,1,60,2,1,450.74,226.61, ,,,,
102,25, F, adult, CDC,1,22,98,1,61,2,1,648.65,136.81, ,,,,
102,25, F, adult, AAA,0,23,100,1,62,2,1,432.01,42.08, ,,,,
102,25, F, adult, DCD,1,20,104,1,63,2,1,673.67,230.43, ,,,,
102,25, F, adult, ABA,1,24,102,1,64,2,1,436.41,324.05, ,,,,
102,25, F, adult, CDC,1,22,98,1,65,2,1,935.26,203.31, ,,,,
102,25, F, adult, BBB,0,25,102,1,66,2,1,535.2,285.48, ,,,,
102,25, F, adult, DDD,0,19,98,1,67,2,1,569.88,188.95, ,,,,
102,25, F, adult, AAA,0,23,100,1,68,2,1,461.25,539, ,,,,
102,25, F, adult, DDD,0,19,98,1,69,2,1,543.48,97.08, ,,,,
102,25, F, adult, BBB,0,25,102,1,70,2,1,444.09,195.64, ,,,,
102,25, F, adult, DDD,0,19,98,1,71,2,1,443.94,195.92, ,,,,
102,25, F, adult, BAB,1,26,100,1,72,2,1,746.28,301.72, ,,,,
102,25, F, adult, CDC,1,22,98,1,73,2,1,987.44,114.86, ,,,,
102,25, F, adult, BAB,1,26,100,1,74,2,1,830.82,23.91, ,,,,
102,25, F, adult, DCD,1,20,104,1,75,2,1,772.72,294.97, ,,,,
102,25, F, adult, BBB,0,25,102,1,76,2,1,483.09,176.71, ,,,,
102,25, F, adult, DDD,0,19,98,1,77,2,1,615.75,641.75, ,,,,
102,25, F, adult, BBB,0,25,102,1,78,2,1,561.47,251.58, ,,,,
102,25, F, adult, CDC,1,22,98,1,79,2,1,703.38,61.33, ,,,,
102,25, F, adult, BBB,0,25,102,1,80,2,1,524.3,255.75, ,,,,
102,25, F, adult, DCD,1,20,104,1,81,2,1,702.14,210.19, ,,,,
102,25, F, adult, BBB,0,25,102,1,82,2,1,530,228.88, ,,,,
102,25, F, adult, CDC,1,22,98,1,83,2,1,597.58,436.74, ,,,,
102,25, F, adult, BAB,1,26,100,1,84,2,1,658.9,281.72, ,,,,
102,25, F, adult, DCD,1,20,104,1,85,2,1,789.28,167.51, ,,,,
102,25, F, adult, ABA,1,24,102,1,86,2,1,540.13,443.9, ,,,,
102,25, F, adult, DDD,0,19,98,1,87,2,1,617.95,82.13, ,,,,
102,25, F, adult, BBB,0,25,102,1,88,2,1,710.47,147.9, ,,,,
102,25, F, adult, CCC,0,21,104,1,89,2,1,605.58,86.55, ,,,,
102,25, F, adult, ABA,1,24,102,1,90,2,1,610.22,290.62, ,,,,
102,25, F, adult, CDC,1,22,98,1,91,2,1,644.49,142.78, ,,,,
102,25, F, adult, ABA,1,24,102,1,92,2,1,527.77,220.74, ,,,,
102,25, F, adult, CDC,1,22,98,1,93,2,1,579.37,197.88, ,,,,
102,25, F, adult, BAB,1,26,100,1,94,2,1,620.19,118.75, ,,,,
102,25, F, adult, DCD,1,20,104,1,95,2,1,638.38,288.68, ,,,,
102,25, F, adult, AAA,0,23,100,1,96,2,1,651.26,435.04, ,,,,
102,25, F, adult, CDC,1,22,98,1,97,2,1,608.87,2.22, ,,,,
102,25, F, adult, DDD,0,19,98,1,1,3,1,1786,388.81, ,,,,
102,25, F, adult, BBB,0,25,102,1,2,3,1,589.34,61.75, ,,,,
102,25, F, adult, DCD,1,20,104,1,3,3,1,715.47,319.4, ,,,,
102,25, F, adult, AAA,0,23,100,1,4,3,1,450.27,441.17, ,,,,
102,25, F, adult, DDD,0,19,98,1,5,3,1,591.65,209.67, ,,,,
102,25, F, adult, BBB,0,25,102,1,6,3,1,576.27,171.36, ,,,,
102,25, F, adult, DCD,1,20,104,1,7,3,1,641.1,274.95, ,,,,
102,25, F, adult, AAA,0,23,100,1,8,3,1,496.18,189.72, ,,,,
102,25, F, adult, CCC,0,21,104,1,9,3,1,412.05,38.46, ,,,,
102,25, F, adult, AAA,0,23,100,1,10,3,1,460.94,0.4, ,,,,
102,25, F, adult, CDC,1,22,98,1,11,3,1,794.57,0.41, ,,,,
102,25, F, adult, ABA,1,24,102,1,12,3,1,576.13,0.4, ,,,,
102,25, F, adult, DDD,0,19,98,1,13,3,1,566.88,57.02, ,,,,
102,25, F, adult, BAB,1,26,100,1,14,3,1,620.86,70.29, ,,,,
102,25, F, adult, CDC,1,22,98,1,15,3,1,1304.9,143.25, ,,,,
102,25, F, adult, AAA,0,23,100,1,16,3,1,522.49,326.46, ,,,,
102,25, F, adult, CDC,1,22,98,1,17,3,1,656.83,199.42, ,,,,
102,25, F, adult, BAB,1,26,100,1,18,3,1,711.23,123.75, ,,,,
102,25, F, adult, DCD,1,20,104,1,19,3,1,1021.59,15.12, ,,,,
102,25, F, adult, ABA,1,24,102,1,20,3,1,561.33,120.52, ,,,,
102,25, F, adult, CDC,1,22,98,1,21,3,1,673.93,201.56, ,,,,
102,25, F, adult, BAB,1,26,100,1,22,3,1,985.8,146.56, ,,,,
102,25, F, adult, DDD,0,19,98,1,23,3,1,614.73,116.35, ,,,,
102,25, F, adult, ABA,1,24,102,1,24,3,1,487.08,12.85, ,,,,
102,25, F, adult, DCD,1,20,104,1,25,3,1,691.03,89.7, ,,,,
102,25, F, adult, AAA,0,23,100,1,26,3,1,491.94,170.68, ,,,,
102,25, F, adult, DCD,1,20,104,1,27,3,1,1012.51,20.59, ,,,,
102,25, F, adult, BBB,0,25,102,1,28,3,1,425.49,0.41, ,,,,
102,25, F, adult, CDC,1,22,98,1,29,3,1,849.7,193.84, ,,,,
102,25, F, adult, BAB,1,26,100,1,30,3,1,647.67,58.43, ,,,,
102,25, F, adult, DCD,1,20,104,1,31,3,1,1903.21,212.1, ,,,,
102,25, F, adult, BAB,1,26,100,1,32,3,1,609.01,315.8, ,,,,
102,25, F, adult, CDC,1,22,98,1,33,3,1,766.53,176.96, ,,,,
102,25, F, adult, ABA,1,24,102,1,34,3,1,532.41,237.22, ,,,,
102,25, F, adult, DCD,1,20,104,1,35,3,1,819.02,156.46, ,,,,
102,25, F, adult, BBB,0,25,102,1,36,3,1,573.58,327.45, ,,,,
102,25, F, adult, CCC,0,21,104,1,37,3,1,540.38,150.22, ,,,,
102,25, F, adult, AAA,0,23,100,1,38,3,1,1173.68,225.56, ,,,,
102,25, F, adult, CCC,0,21,104,1,39,3,1,512.9,126.05, ,,,,
102,25, F, adult, BAB,1,26,100,1,40,3,1,606.11,225.01, ,,,,
102,25, F, adult, DDD,0,19,98,1,41,3,1,642.93,183.36, ,,,,
102,25, F, adult, ABA,1,24,102,1,42,3,1,744.04,267.76, ,,,,
102,25, F, adult, CCC,0,21,104,1,43,3,1,538.87,147.45, ,,,,
102,25, F, adult, AAA,0,23,100,1,44,3,1,723.79,241.92, ,,,,
102,25, F, adult, DDD,0,19,98,1,45,3,1,678.24,237.62, ,,,,
102,25, F, adult, BBB,0,25,102,1,46,3,1,381.09,213.8, ,,,,
102,25, F, adult, DCD,1,20,104,1,47,3,1,813.34,189.7, ,,,,
102,25, F, adult, BAB,1,26,100,1,48,3,1,981.84,183.43, ,,,,
102,25, F, adult, CCC,0,21,104,1,49,3,1,582.83,305.1, ,,,,
102,25, F, adult, BAB,1,26,100,1,50,3,1,965.25,246.91, ,,,,
102,25, F, adult, DCD,1,20,104,1,51,3,1,615.53,100.9, ,,,,
102,25, F, adult, BBB,0,25,102,1,52,3,1,507.31,245.33, ,,,,
102,25, F, adult, DDD,0,19,98,1,53,3,1,833.58,250.72, ,,,,
102,25, F, adult, ABA,1,24,102,1,54,3,1,615.5,288.45, ,,,,
102,25, F, adult, DDD,0,19,98,1,55,3,1,680.01,554.83, ,,,,
102,25, F, adult, AAA,0,23,100,1,56,3,1,524.02,800.57, ,,,,
102,25, F, adult, DDD,0,19,98,1,57,3,1,625.29,177.16, ,,,,
102,25, F, adult, BBB,0,25,102,1,58,3,1,410.95,234, ,,,,
102,25, F, adult, CCC,0,21,104,1,59,3,1,1440.11,432.28, ,,,,
102,25, F, adult, ABA,1,24,102,1,60,3,1,588.46,112.49, ,,,,
102,25, F, adult, DDD,0,19,98,1,61,3,1,570.87,149.46, ,,,,
102,25, F, adult, ABA,1,24,102,1,62,3,1,488.07,0.42, ,,,,
102,25, F, adult, DCD,1,20,104,1,63,3,1,1028.85,0.4, ,,,,
102,25, F, adult, ABA,1,24,102,1,64,3,1,486.31,0.4, ,,,,
102,25, F, adult, DCD,1,20,104,1,65,3,1,712.39,0.4, ,,,,
102,25, F, adult, BBB,0,25,102,1,66,3,1,412.27,22.03, ,,,,
102,25, F, adult, CDC,1,22,98,1,67,3,1,685.2,66.89, ,,,,
102,25, F, adult, BAB,1,26,100,1,68,3,1,654.77,0.41, ,,,,
102,25, F, adult, CCC,0,21,104,1,69,3,1,598.09,1062.16, ,,,,
102,25, F, adult, AAA,0,23,100,1,70,3,1,579.03,85.39, ,,,,
102,25, F, adult, CDC,1,22,98,1,71,3,1,681.13,87.73, ,,,,
102,25, F, adult, BAB,1,26,100,1,72,3,1,556.93,110.73, ,,,,
102,25, F, adult, CCC,0,21,104,1,73,3,1,627.8,107.28, ,,,,
102,25, F, adult, BAB,1,26,100,1,74,3,1,871.85,84.23, ,,,,
102,25, F, adult, CDC,1,22,98,1,75,3,1,695.34,173.91, ,,,,
102,25, F, adult, BBB,0,25,102,1,76,3,1,495.23,60.3, ,,,,
102,25, F, adult, DDD,0,19,98,1,77,3,1,545.55,53.24, ,,,,
102,25, F, adult, ABA,1,24,102,1,78,3,1,541.01,46.24, ,,,,
102,25, F, adult, CDC,1,22,98,1,79,3,1,682.93,90.14, ,,,,
102,25, F, adult, ABA,1,24,102,1,80,3,1,528.08,105.64, ,,,,
102,25, F, adult, CCC,0,21,104,1,81,3,1,1069.06,339.33, ,,,,
102,25, F, adult, BBB,0,25,102,1,82,3,1,396.55,199.08, ,,,,
102,25, F, adult, DDD,0,19,98,1,83,3,1,725.15,1034.74, ,,,,
102,25, F, adult, ABA,1,24,102,1,84,3,1,585.47,258.66, ,,,,
102,25, F, adult, DDD,0,19,98,1,85,3,1,606.66,225.02, ,,,,
102,25, F, adult, BBB,0,25,102,1,86,3,1,481.04,318.55, ,,,,
102,25, F, adult, CDC,1,22,98,1,87,3,1,713.47,205.74, ,,,,
102,25, F, adult, BBB,0,25,102,1,88,3,1,452.54,180.93, ,,,,
102,25, F, adult, CCC,0,21,104,1,89,3,1,1368.63,270.6, ,,,,
102,25, F, adult, BAB,1,26,100,1,90,3,1,595.72,141.02, ,,,,
102,25, F, adult, CCC,0,21,104,1,91,3,1,670.01,437.9, ,,,,
102,25, F, adult, AAA,0,23,100,1,92,3,1,542.3,255.21, ,,,,
102,25, F, adult, DCD,1,20,104,1,93,3,1,954.06,7.78, ,,,,
102,25, F, adult, AAA,0,23,100,1,94,3,1,525.96,3.39, ,,,,
102,25, F, adult, CDC,1,22,98,1,95,3,1,1019.4,107, ,,,,
102,25, F, adult, AAA,0,23,100,1,96,3,1,741.43,442.71, ,,,,
102,25, F, adult, CCC,0,21,104,1,97,3,1,838.96,296.81, ,,,,
103,12, F, ea, CCC,0,21,104,1,1,1,1,1124.51,877.56, ,,,,
103,12, F, ea, AAA,0,23,100,1,2,1,1,941.69,854.23, ,,,,
103,12, F, ea, CDC,1,22,98,1,3,1,1,1097.04,490.09, ,,,,
103,12, F, ea, ABA,1,24,102,1,4,1,1,1358.44,626.58, ,,,,
103,12, F, ea, DCD,1,20,104,1,5,1,1,1682.82,513.43, ,,,,
103,12, F, ea, BBB,0,25,102,1,6,1,1,1424.23,453.35, ,,,,
103,12, F, ea, CDC,1,22,98,1,7,1,1,1064.04,466.2, ,,,,
103,12, F, ea, BBB,0,25,102,1,8,1,1,1187.41,320.75, ,,,,
103,12, F, ea, DDD,0,19,98,1,9,1,1,1061.11,554.34, ,,,,
103,12, F, ea, ABA,1,24,102,1,10,1,1,1148.12,495.26, ,,,,
103,12, F, ea, DDD,0,19,98,1,11,1,1,839.85,570.83, ,,,,
103,12, F, ea, BBB,0,25,102,1,12,1,1,1173.67,790.34, ,,,,
103,12, F, ea, CDC,1,22,98,1,13,1,1,1186.3,554.27, ,,,,
103,12, F, ea, AAA,0,23,100,1,14,1,1,1112.12,400.66, ,,,,
103,12, F, ea, CDC,1,22,98,1,15,1,1,1641.82,433.22, ,,,,
103,12, F, ea, BAB,1,26,100,1,16,1,1,1539.09,636.43, ,,,,
103,12, F, ea, CDC,1,22,98,1,17,1,1,2006.03,975.13, ,,,,
103,12, F, ea, BAB,1,26,100,1,18,1,1,1115.63,1302.2, ,,,,
103,12, F, ea, DCD,1,20,104,1,19,1,1,1981.53,1327.67, ,,,,
103,12, F, ea, AAA,0,23,100,1,20,1,1,1128.55,945.11, ,,,,
103,12, F, ea, DDD,0,19,98,1,21,1,1,1101.32,689.3, ,,,,
103,12, F, ea, BAB,1,26,100,1,22,1,1,1137.02,394.53, ,,,,
103,12, F, ea, CCC,0,21,104,1,23,1,1,1053.87,536.92, ,,,,
103,12, F, ea, ABA,1,24,102,1,24,1,1,1422.08,1644.23, ,,,,
103,12, F, ea, CDC,1,22,98,1,25,1,1,1280.23,907.55, ,,,,
103,12, F, ea, ABA,1,24,102,1,26,1,1,1161.51,467.33, ,,,,
103,12, F, ea, CCC,0,21,104,1,27,1,1,1160.32,539.1, ,,,,
103,12, F, ea, BAB,1,26,100,1,28,1,1,1097.86,411.67, ,,,,
103,12, F, ea, DDD,0,19,98,1,29,1,1,867.82,376.39, ,,,,
103,12, F, ea, AAA,0,23,100,1,30,1,1,891.11,1029.62, ,,,,
103,12, F, ea, CCC,0,21,104,1,31,1,1,1361.78,313.23, ,,,,
103,12, F, ea, AAA,0,23,100,1,32,1,1,749.15,301.91, ,,,,
103,12, F, ea, CDC,1,22,98,1,33,1,1,1292.67,462.96, ,,,,
103,12, F, ea, BBB,0,25,102,1,34,1,1,1102.92,361.44, ,,,,
103,12, F, ea, DCD,1,20,104,1,35,1,1,1188.05,1132.4, ,,,,
103,12, F, ea, AAA,0,23,100,1,36,1,1,1228.86,728.71, ,,,,
103,12, F, ea, DDD,0,19,98,1,37,1,1,1016.44,364.24, ,,,,
103,12, F, ea, BAB,1,26,100,1,38,1,1,1058.77,604.15, ,,,,
103,12, F, ea, DCD,1,20,104,1,39,1,1,1493.78,411.36, ,,,,
103,12, F, ea, ABA,1,24,102,1,40,1,1,1373.33,693.41, ,,,,
103,12, F, ea, CCC,0,21,104,1,41,1,1,2197.87,486.25, ,,,,
103,12, F, ea, ABA,1,24,102,1,42,1,1,1764.78,287.11, ,,,,
103,12, F, ea, CCC,0,21,104,1,43,1,1,1117.38,1270.48, ,,,,
103,12, F, ea, BBB,0,25,102,1,44,1,1,1183.76,384.66, ,,,,
103,12, F, ea, CCC,0,21,104,1,45,1,1,1291.15,374.49, ,,,,
103,12, F, ea, BAB,1,26,100,1,46,1,1,1019.4,1128.35, ,,,,
