subid, subage, gender, group, code, cong, targ, resp, unknown, trial, block, Acc, RT, pause_time,,,,,
35,19, F, lat, CDC,1,22,98,1,23,2,1,734.49,330, ,,,,
35,19, F, lat, ABA,1,24,102,1,24,2,1,572.42,302.41, ,,,,
35,19, F, lat, CCC,0,21,104,1,25,2,1,514.12,214.72, ,,,,
35,19, F, lat, BBB,0,25,102,1,26,2,1,422.32,221.74, ,,,,
35,19, F, lat, DDD,0,19,98,1,27,2,1,509.16,233.79, ,,,,
35,19, F, lat, BAB,1,26,100,1,28,2,1,557.56,234.47, ,,,,
35,19, F, lat, CDC,1,22,98,1,29,2,1,575.98,242.9, ,,,,
35,19, F, lat, AAA,0,23,100,1,30,2,1,510.7,157.95, ,,,,
35,19, F, lat, CCC,0,21,104,1,31,2,1,528.54,251.64, ,,,,
35,19, F, lat, ABA,1,24,102,1,32,2,1,672.38,247.4, ,,,,
35,19, F, lat, CDC,1,22,98,1,33,2,1,511.2,353.58, ,,,,
35,19, F, lat, BBB,0,25,102,1,34,2,1,458.41,538.1, ,,,,
35,19, F, lat, CCC,0,21,104,1,35,2,1,524.06,264.7, ,,,,
35,19, F, lat, AAA,0,23,100,1,36,2,1,605.33,350.29, ,,,,
35,19, F, lat, CDC,1,22,98,1,37,2,1,544.18,211.14, ,,,,
35,19, F, lat, ABA,1,24,102,1,38,2,1,617.87,307.28, ,,,,
35,19, F, lat, CCC,0,21,104,1,39,2,1,461.99,245.38, ,,,,
35,19, F, lat, BAB,1,26,100,1,40,2,1,578.82,269.59, ,,,,
35,19, F, lat, DDD,0,19,98,1,41,2,1,500.6,279.29, ,,,,
35,19, F, lat, ABA,1,24,102,1,42,2,1,610.39,324.46, ,,,,
35,19, F, lat, DCD,1,20,104,1,43,2,1,487.68,268.83, ,,,,
35,19, F, lat, AAA,0,23,100,1,44,2,1,568.96,515.71, ,,,,
35,19, F, lat, CCC,0,21,104,1,45,2,1,527.02,355.01, ,,,,
35,19, F, lat, AAA,0,23,100,1,46,2,1,526.44,264.81, ,,,,
35,19, F, lat, CCC,0,21,104,1,47,2,1,528.19,249.71, ,,,,
35,19, F, lat, ABA,1,24,102,1,48,2,1,590.53,225, ,,,,
35,19, F, lat, CCC,0,21,104,1,49,2,1,518.08,403.86, ,,,,
35,19, F, lat, ABA,1,24,102,1,50,2,1,497.82,281.15, ,,,,
35,19, F, lat, CDC,1,22,98,1,51,2,1,631.57,220.59, ,,,,
35,19, F, lat, AAA,0,23,100,1,52,2,1,494.63,297.27, ,,,,
35,19, F, lat, DDD,0,19,98,1,53,2,1,660.38,483.34, ,,,,
35,19, F, lat, BAB,1,26,100,1,54,2,1,954.5,610.46, ,,,,
35,19, F, lat, DCD,1,20,104,1,55,2,1,657.09,264.96, ,,,,
35,19, F, lat, AAA,0,23,100,1,56,2,1,465.19,283.97, ,,,,
35,19, F, lat, DCD,1,20,104,1,57,2,1,559.52,187.04, ,,,,
35,19, F, lat, ABA,1,24,102,1,58,2,1,658.81,275.04, ,,,,
35,19, F, lat, CDC,1,22,98,1,59,2,1,704.22,227.81, ,,,,
35,19, F, lat, ABA,1,24,102,1,60,2,1,601.81,235.54, ,,,,
35,19, F, lat, CDC,1,22,98,1,61,2,1,553.73,220.78, ,,,,
35,19, F, lat, BBB,0,25,102,1,62,2,1,555.69,254.29, ,,,,
35,19, F, lat, CCC,0,21,104,1,63,2,1,533.73,175.21, ,,,,
35,19, F, lat, BBB,0,25,102,1,64,2,1,616.35,216.33, ,,,,
35,19, F, lat, DCD,1,20,104,1,65,2,1,768.08,241.39, ,,,,
35,19, F, lat, BAB,1,26,100,1,66,2,1,693.56,461.16, ,,,,
35,19, F, lat, CDC,1,22,98,1,67,2,1,545.72,270.55, ,,,,
35,19, F, lat, AAA,0,23,100,1,68,2,1,544.72,342.6, ,,,,
35,19, F, lat, DDD,0,19,98,1,69,2,1,578.43,331.08, ,,,,
35,19, F, lat, BBB,0,25,102,1,70,2,1,550.36,280.1, ,,,,
35,19, F, lat, CCC,0,21,104,1,71,2,1,651.65,259.13, ,,,,
35,19, F, lat, BBB,0,25,102,1,72,2,1,531.59,276.18, ,,,,
35,19, F, lat, DCD,1,20,104,1,73,2,1,584.69,306.57, ,,,,
35,19, F, lat, ABA,1,24,102,1,74,2,1,574.97,256.3, ,,,,
35,19, F, lat, DCD,1,20,104,1,75,2,1,446.49,245.27, ,,,,
35,19, F, lat, BAB,1,26,100,1,76,2,1,581.64,285.01, ,,,,
35,19, F, lat, DDD,0,19,98,1,77,2,1,545.48,324.78, ,,,,
35,19, F, lat, AAA,0,23,100,1,78,2,1,469.96,397.74, ,,,,
35,19, F, lat, CCC,0,21,104,1,79,2,1,546.73,360.85, ,,,,
35,19, F, lat, BAB,1,26,100,1,80,2,1,530.94,333.87, ,,,,
35,19, F, lat, DCD,1,20,104,1,81,2,1,608.31,216.9, ,,,,
35,19, F, lat, ABA,1,24,102,1,82,2,1,609.65,224.69, ,,,,
35,19, F, lat, CCC,0,21,104,1,83,2,1,538.31,267, ,,,,
35,19, F, lat, BAB,1,26,100,1,84,2,1,594.37,297.48, ,,,,
35,19, F, lat, DDD,0,19,98,1,85,2,1,550.58,271.81, ,,,,
35,19, F, lat, BBB,0,25,102,1,86,2,1,542.54,240.19, ,,,,
35,19, F, lat, DCD,1,20,104,1,87,2,1,590.42,327.72, ,,,,
35,19, F, lat, BBB,0,25,102,1,88,2,1,443.31,274.42, ,,,,
35,19, F, lat, DDD,0,19,98,1,89,2,1,590.81,217.02, ,,,,
35,19, F, lat, BAB,1,26,100,1,90,2,1,566.22,241.73, ,,,,
35,19, F, lat, DDD,0,19,98,1,91,2,1,602.94,264.77, ,,,,
35,19, F, lat, BBB,0,25,102,1,92,2,1,536.05,249.11, ,,,,
35,19, F, lat, CDC,1,22,98,1,93,2,1,608.06,167.46, ,,,,
35,19, F, lat, AAA,0,23,100,1,94,2,1,499.74,261.23, ,,,,
35,19, F, lat, DDD,0,19,98,1,95,2,1,547.22,238.51, ,,,,
35,19, F, lat, ABA,1,24,102,1,96,2,1,627.49,268.61, ,,,,
35,19, F, lat, CDC,1,22,98,1,97,2,1,698.05,190.4, ,,,,
35,19, F, lat, CDC,1,22,98,1,1,3,1,616.34,416.1, ,,,,
35,19, F, lat, BBB,0,25,102,1,2,3,1,464.16,269.68, ,,,,
35,19, F, lat, DCD,1,20,104,1,3,3,1,563.15,253.46, ,,,,
35,19, F, lat, ABA,1,24,102,1,4,3,1,506.68,223.8, ,,,,
35,19, F, lat, DDD,0,19,98,1,5,3,1,566.83,305.82, ,,,,
35,19, F, lat, BBB,0,25,102,1,6,3,1,413.47,245.14, ,,,,
35,19, F, lat, DDD,0,19,98,1,7,3,1,372.28,181.5, ,,,,
35,19, F, lat, BAB,1,26,102,1,8,3,0,341.84,354.14, ,,,,
35,19, F, lat, DDD,0,19,98,1,9,3,1,458.87,265.78, ,,,,
35,19, F, lat, BAB,1,26,100,1,10,3,1,518.59,290.64, ,,,,
35,19, F, lat, DCD,1,20,104,1,11,3,1,495.1,252.56, ,,,,
35,19, F, lat, BAB,1,26,100,1,12,3,1,553.55,140.74, ,,,,
35,19, F, lat, CDC,1,22,98,1,13,3,1,670.57,269.28, ,,,,
35,19, F, lat, AAA,0,23,100,1,14,3,1,482.82,303.45, ,,,,
35,19, F, lat, CDC,1,22,98,1,15,3,1,523.4,223.13, ,,,,
35,19, F, lat, ABA,1,24,102,1,16,3,1,647.98,197.54, ,,,,
35,19, F, lat, CCC,0,21,104,1,17,3,1,485.49,242.53, ,,,,
35,19, F, lat, BAB,1,26,100,1,18,3,1,523.2,108.99, ,,,,
35,19, F, lat, CDC,1,22,98,1,19,3,1,541.88,36.12, ,,,,
35,19, F, lat, ABA,1,24,102,1,20,3,1,592.76,147.55, ,,,,
35,19, F, lat, DCD,1,20,104,1,21,3,1,653.01,276.02, ,,,,
35,19, F, lat, AAA,0,23,100,1,22,3,1,505.06,261.77, ,,,,
35,19, F, lat, CDC,1,22,98,1,23,3,1,570.83,237.47, ,,,,
35,19, F, lat, BAB,1,26,100,1,24,3,1,523.76,248.11, ,,,,
35,19, F, lat, CCC,0,21,104,1,25,3,1,436.3,277.83, ,,,,
35,19, F, lat, AAA,0,23,100,1,26,3,1,460.61,264.59, ,,,,
35,19, F, lat, CDC,1,22,98,1,27,3,1,552.76,296.29, ,,,,
35,19, F, lat, BBB,0,25,102,1,28,3,1,486.06,257.33, ,,,,
35,19, F, lat, DDD,0,19,98,1,29,3,1,528.06,267.03, ,,,,
35,19, F, lat, AAA,0,23,100,1,30,3,1,409.6,264.74, ,,,,
35,19, F, lat, DDD,0,19,98,1,31,3,1,476.82,291.73, ,,,,
35,19, F, lat, ABA,1,24,102,1,32,3,1,568.54,250.1, ,,,,
35,19, F, lat, CCC,0,21,104,1,33,3,1,859.68,286.54, ,,,,
35,19, F, lat, AAA,0,23,100,1,34,3,1,441.82,259.25, ,,,,
35,19, F, lat, DDD,0,19,98,1,35,3,1,528.55,395.92, ,,,,
35,19, F, lat, BBB,0,25,102,1,36,3,1,553.14,310.36, ,,,,
35,19, F, lat, DDD,0,19,98,1,37,3,1,605.19,250.66, ,,,,
35,19, F, lat, AAA,0,23,100,1,38,3,1,460.29,223.02, ,,,,
35,19, F, lat, DDD,0,19,98,1,39,3,1,583.97,151.5, ,,,,
35,19, F, lat, AAA,0,23,100,1,40,3,1,456.34,231.78, ,,,,
35,19, F, lat, DCD,1,20,104,1,41,3,1,638.11,277.41, ,,,,
35,19, F, lat, ABA,1,24,102,1,42,3,1,562.81,229.24, ,,,,
35,19, F, lat, DDD,0,19,98,1,43,3,1,582.53,269.57, ,,,,
35,19, F, lat, BAB,1,26,100,1,44,3,1,603.21,283.62, ,,,,
35,19, F, lat, CDC,1,22,98,1,45,3,1,629.44,271.62, ,,,,
35,19, F, lat, BAB,1,26,100,1,46,3,1,532.86,496.09, ,,,,
35,19, F, lat, DCD,1,20,104,1,47,3,1,603.15,284.61, ,,,,
35,19, F, lat, ABA,1,24,102,1,48,3,1,650.53,247.49, ,,,,
35,19, F, lat, CCC,0,21,104,1,49,3,1,424.19,245.36, ,,,,
35,19, F, lat, AAA,0,23,100,1,50,3,1,440.09,122.37, ,,,,
35,19, F, lat, CDC,1,22,98,1,51,3,1,641.75,372.67, ,,,,
35,19, F, lat, BBB,0,25,102,1,52,3,1,485.33,219.08, ,,,,
35,19, F, lat, CDC,1,22,98,1,53,3,1,730.71,270.41, ,,,,
35,19, F, lat, AAA,0,23,100,1,54,3,1,385.94,20.84, ,,,,
35,19, F, lat, CCC,0,21,104,1,55,3,1,389.61,332.68, ,,,,
35,19, F, lat, BAB,1,26,100,1,56,3,1,598.62,287.88, ,,,,
35,19, F, lat, DCD,1,20,104,1,57,3,1,622.66,204.25, ,,,,
35,19, F, lat, BBB,0,25,102,1,58,3,1,395.88,285.24, ,,,,
35,19, F, lat, DCD,1,20,104,1,59,3,1,595.17,459.03, ,,,,
35,19, F, lat, AAA,0,23,100,1,60,3,1,752.37,331.5, ,,,,
35,19, F, lat, CDC,1,22,98,1,61,3,1,649.18,228.55, ,,,,
35,19, F, lat, ABA,1,24,102,1,62,3,1,556.93,654.2, ,,,,
35,19, F, lat, CCC,0,21,104,1,63,3,1,468.4,305.97, ,,,,
35,19, F, lat, BBB,0,25,102,1,64,3,1,547.55,281.33, ,,,,
35,19, F, lat, CCC,0,21,104,1,65,3,1,606.79,182.08, ,,,,
35,19, F, lat, BAB,1,26,100,1,66,3,1,558.7,185.15, ,,,,
35,19, F, lat, DCD,1,20,104,1,67,3,1,570.83,275.54, ,,,,
35,19, F, lat, AAA,0,23,100,1,68,3,1,506.28,293.18, ,,,,
35,19, F, lat, CCC,0,21,104,1,69,3,1,618.27,289.95, ,,,,
35,19, F, lat, ABA,1,24,102,1,70,3,1,622.39,261.93, ,,,,
35,19, F, lat, DDD,0,19,98,1,71,3,1,572.09,221.64, ,,,,
35,19, F, lat, BAB,1,26,100,1,72,3,1,605.63,445.38, ,,,,
35,19, F, lat, DCD,1,20,104,1,73,3,1,573.56,253.79, ,,,,
35,19, F, lat, BAB,1,26,100,1,74,3,1,523.63,295.9, ,,,,
35,19, F, lat, DCD,1,20,104,1,75,3,1,531.41,255.55, ,,,,
35,19, F, lat, ABA,1,24,102,1,76,3,1,573.95,254.95, ,,,,
35,19, F, lat, DCD,1,20,104,1,77,3,1,596.8,278.33, ,,,,
35,19, F, lat, BBB,0,25,102,1,78,3,1,564.22,333.66, ,,,,
35,19, F, lat, CDC,1,22,98,1,79,3,1,695.74,229.41, ,,,,
35,19, F, lat, BBB,0,25,102,1,80,3,1,589.87,285.1, ,,,,
35,19, F, lat, DCD,1,20,104,1,81,3,1,611.01,122.2, ,,,,
35,19, F, lat, ABA,1,24,102,1,82,3,1,614.81,269.58, ,,,,
35,19, F, lat, CCC,0,21,104,1,83,3,1,418.42,354.24, ,,,,
35,19, F, lat, ABA,1,24,102,1,84,3,1,562.78,230.66, ,,,,
35,19, F, lat, CCC,0,21,104,1,85,3,1,398.67,285.66, ,,,,
35,19, F, lat, BBB,0,25,102,1,86,3,1,442.26,321.34, ,,,,
35,19, F, lat, CCC,0,21,104,1,87,3,1,453.05,267.11, ,,,,
35,19, F, lat, AAA,0,23,100,1,88,3,1,510.25,213.17, ,,,,
35,19, F, lat, DDD,0,19,98,1,89,3,1,497.82,281.13, ,,,,
35,19, F, lat, ABA,1,24,102,1,90,3,1,576.38,263.5, ,,,,
35,19, F, lat, CCC,0,21,104,1,91,3,1,400.79,221.23, ,,,,
35,19, F, lat, BBB,0,25,102,1,92,3,1,508.48,249.12, ,,,,
35,19, F, lat, CDC,1,22,98,1,93,3,1,669.42,276.61, ,,,,
35,19, F, lat, BBB,0,25,102,1,94,3,1,511.38,238.35, ,,,,
35,19, F, lat, DDD,0,19,98,1,95,3,1,604.78,237.77, ,,,,
35,19, F, lat, BAB,1,26,100,1,96,3,1,586.88,269.47, ,,,,
35,19, F, lat, CDC,1,22,98,1,97,3,1,604.18,210.87, ,,,,
37,14, F, mid, DCD,1,20,104,1,1,1,1,1104.81,640.31, ,,,,
37,14, F, mid, AAA,0,23,100,1,2,1,1,619.08,591.3, ,,,,
37,14, F, mid, CDC,1,22,98,1,3,1,1,715.01,338.66, ,,,,
37,14, F, mid, ABA,1,24,100,1,4,1,0,575.46,397.76, ,,,,
37,14, F, mid, DCD,1,20,104,1,5,1,1,752.12,408.38, ,,,,
37,14, F, mid, BAB,1,26,100,1,6,1,1,644.4,365.94, ,,,,
37,14, F, mid, CDC,1,22,98,1,7,1,1,907.11,419.42, ,,,,
37,14, F, mid, BAB,1,26,100,1,8,1,1,774.09,428.1, ,,,,
37,14, F, mid, DDD,0,19,98,1,9,1,1,534.88,324.6, ,,,,
37,14, F, mid, BAB,1,26,100,1,10,1,1,620.88,262.78, ,,,,
37,14, F, mid, DDD,0,19,98,1,11,1,1,658.39,450.11, ,,,,
37,14, F, mid, ABA,1,24,102,1,12,1,1,644.28,333.71, ,,,,
37,14, F, mid, CDC,1,22,98,1,13,1,1,1086.33,389.51, ,,,,
37,14, F, mid, BAB,1,26,100,1,14,1,1,688.17,482.54, ,,,,
37,14, F, mid, CDC,1,22,98,1,15,1,1,843.42,454.18, ,,,,
37,14, F, mid, BBB,0,25,102,1,16,1,1,578.21,437.06, ,,,,
37,14, F, mid, DCD,1,20,104,1,17,1,1,735.64,382.28, ,,,,
37,14, F, mid, BAB,1,26,100,1,18,1,1,585.62,303.68, ,,,,
37,14, F, mid, CDC,1,22,98,1,19,1,1,742.38,317.03, ,,,,
37,14, F, mid, BBB,0,25,102,1,20,1,1,564.37,400.99, ,,,,
37,14, F, mid, CCC,0,21,104,1,21,1,1,690.36,365.3, ,,,,
37,14, F, mid, ABA,1,24,102,1,22,1,1,722.21,361.66, ,,,,
37,14, F, mid, DCD,1,20,104,1,23,1,1,806.39,418.91, ,,,,
37,14, F, mid, BAB,1,26,100,1,24,1,1,623.57,305.95, ,,,,
37,14, F, mid, CDC,1,22,98,1,25,1,1,665.26,282.29, ,,,,
37,14, F, mid, ABA,1,24,102,1,26,1,1,529.85,264.19, ,,,,
37,14, F, mid, CCC,0,21,104,1,27,1,1,543.83,279.09, ,,,,
37,14, F, mid, ABA,1,24,102,1,28,1,1,547.83,244.8, ,,,,
37,14, F, mid, DDD,0,19,98,1,29,1,1,501.93,285.63, ,,,,
37,14, F, mid, BAB,1,26,100,1,30,1,1,565.61,266.69, ,,,,
37,14, F, mid, DCD,1,20,104,1,31,1,1,683,172.04, ,,,,
37,14, F, mid, BBB,0,25,102,1,32,1,1,477.72,305.17, ,,,,
37,14, F, mid, DCD,1,20,104,1,33,1,1,623.7,243.74, ,,,,
37,14, F, mid, ABA,1,24,102,1,34,1,1,498.47,292.49, ,,,,
37,14, F, mid, DDD,0,19,98,1,35,1,1,618.26,367.71, ,,,,
37,14, F, mid, ABA,1,24,102,1,36,1,1,595.63,272.35, ,,,,
37,14, F, mid, CCC,0,21,104,1,37,1,1,577.21,286.67, ,,,,
37,14, F, mid, ABA,1,24,102,1,38,1,1,517.64,254.04, ,,,,
37,14, F, mid, CCC,0,21,104,1,39,1,1,573.97,323.33, ,,,,
37,14, F, mid, AAA,0,23,100,1,40,1,1,553.93,224.59, ,,,,
37,14, F, mid, CDC,1,22,98,1,41,1,1,601.82,277.93, ,,,,
37,14, F, mid, AAA,0,23,100,1,42,1,1,559.35,267.76, ,,,,
37,14, F, mid, DDD,0,19,98,1,43,1,1,487.29,300.56, ,,,,
37,14, F, mid, BBB,0,25,102,1,44,1,1,620.19,311.12, ,,,,
37,14, F, mid, CCC,0,21,104,1,45,1,1,655.45,335.82, ,,,,
37,14, F, mid, ABA,1,24,102,1,46,1,1,640.92,216.56, ,,,,
37,14, F, mid, CCC,0,21,104,1,47,1,1,569.48,208.18, ,,,,
37,14, F, mid, AAA,0,23,100,1,48,1,1,483.55,251.4, ,,,,
37,14, F, mid, CDC,1,22,98,1,49,1,1,747.49,274.93, ,,,,
37,14, F, mid, BAB,1,26,100,1,50,1,1,536.76,298.67, ,,,,
37,14, F, mid, CDC,1,22,98,1,51,1,1,634.71,275.82, ,,,,
37,14, F, mid, BBB,0,25,102,1,52,1,1,645.23,230.99, ,,,,
37,14, F, mid, DCD,1,20,104,1,53,1,1,984.83,278.4, ,,,,
37,14, F, mid, AAA,0,23,100,1,54,1,1,517.39,254.15, ,,,,
37,14, F, mid, DDD,0,19,98,1,55,1,1,805.18,107.89, ,,,,
37,14, F, mid, AAA,0,23,100,1,56,1,1,450.3,291.12, ,,,,
37,14, F, mid, DDD,0,19,98,1,57,1,1,586.53,232.4, ,,,,
37,14, F, mid, BBB,0,25,102,1,58,1,1,703.89,273.53, ,,,,
37,14, F, mid, CCC,0,21,104,1,59,1,1,577.57,287.14, ,,,,
37,14, F, mid, BBB,0,25,102,1,60,1,1,548.48,284.94, ,,,,
37,14, F, mid, DDD,0,19,98,1,61,1,1,579.42,322.17, ,,,,
37,14, F, mid, BBB,0,25,102,1,62,1,1,567.35,261.14, ,,,,
37,14, F, mid, DDD,0,19,98,1,63,1,1,644.86,280.2, ,,,,
37,14, F, mid, ABA,1,24,102,1,64,1,1,661.95,290.27, ,,,,
37,14, F, mid, CCC,0,21,104,1,65,1,1,487.64,187.41, ,,,,
37,14, F, mid, BBB,0,25,102,1,66,1,1,421.68,112.83, ,,,,
37,14, F, mid, CCC,0,21,104,1,67,1,1,541.37,309.37, ,,,,
37,14, F, mid, BAB,1,26,100,1,68,1,1,556.81,321.89, ,,,,
37,14, F, mid, DDD,0,19,98,1,69,1,1,599.43,332.44, ,,,,
37,14, F, mid, BAB,1,26,100,1,70,1,1,492.41,258.68, ,,,,
37,14, F, mid, CDC,1,22,98,1,71,1,1,620.55,255.77, ,,,,
37,14, F, mid, BBB,0,25,102,1,72,1,1,438.18,242.53, ,,,,
37,14, F, mid, DCD,1,20,104,1,73,1,1,667.4,245.62, ,,,,
37,14, F, mid, AAA,0,23,100,1,74,1,1,630.03,298.28, ,,,,
37,14, F, mid, DCD,1,20,104,1,75,1,1,739.81,263.67, ,,,,
37,14, F, mid, BBB,0,25,102,1,76,1,1,454.52,257.78, ,,,,
37,14, F, mid, CCC,0,21,104,1,77,1,1,539.82,313.14, ,,,,
37,14, F, mid, ABA,1,24,102,1,78,1,1,622.06,283.25, ,,,,
37,14, F, mid, CCC,0,21,104,1,79,1,1,516.32,218.14, ,,,,
37,14, F, mid, AAA,0,23,100,1,80,1,1,539.95,259.12, ,,,,
37,14, F, mid, CCC,0,21,104,1,81,1,1,514.6,203.17, ,,,,
37,14, F, mid, BAB,1,26,100,1,82,1,1,614.99,298.36, ,,,,
37,14, F, mid, CDC,1,22,98,1,83,1,1,728.6,368.27, ,,,,
37,14, F, mid, AAA,0,23,100,1,84,1,1,484.76,284.71, ,,,,
37,14, F, mid, DCD,1,20,104,1,85,1,1,580.51,329.13, ,,,,
37,14, F, mid, BBB,0,25,102,1,86,1,1,448.21,216.78, ,,,,
37,14, F, mid, DCD,1,20,104,1,87,1,1,746.38,233.4, ,,,,
37,14, F, mid, AAA,0,23,100,1,88,1,1,497.91,234.96, ,,,,
37,14, F, mid, DDD,0,19,98,1,89,1,1,620.46,223.91, ,,,,
37,14, F, mid, AAA,0,23,100,1,90,1,1,507.57,250.76, ,,,,
37,14, F, mid, DDD,0,19,98,1,91,1,1,641.29,229.84, ,,,,
37,14, F, mid, AAA,0,23,100,1,92,1,1,761.08,189.91, ,,,,
37,14, F, mid, CDC,1,22,98,1,93,1,1,680.31,194.36, ,,,,
37,14, F, mid, BAB,1,26,100,1,94,1,1,602.86,289.2, ,,,,
37,14, F, mid, DCD,1,20,104,1,95,1,1,849.63,236.24, ,,,,
37,14, F, mid, ABA,1,24,102,1,96,1,1,622.79,272.76, ,,,,
37,14, F, mid, DCD,1,20,104,1,97,1,1,704.46,361.44, ,,,,
37,14, F, mid, DDD,0,19,98,1,1,2,1,785.78,1206.52, ,,,,
37,14, F, mid, ABA,1,24,102,1,2,2,1,531.4,387.15, ,,,,
37,14, F, mid, DCD,1,20,104,1,3,2,1,757.9,301.75, ,,,,
37,14, F, mid, ABA,1,24,102,1,4,2,1,596.08,256.19, ,,,,
37,14, F, mid, DDD,0,19,98,1,5,2,1,533.61,223.87, ,,,,
37,14, F, mid, AAA,0,23,100,1,6,2,1,452.08,259.73, ,,,,
37,14, F, mid, CDC,1,22,98,1,7,2,1,555.92,298.8, ,,,,
37,14, F, mid, AAA,0,23,100,1,8,2,1,606.76,221.25, ,,,,
37,14, F, mid, CDC,1,22,98,1,9,2,1,598.46,283.57, ,,,,
37,14, F, mid, AAA,0,23,100,1,10,2,1,532.57,313.81, ,,,,
37,14, F, mid, CCC,0,21,104,1,11,2,1,584.71,236.99, ,,,,
37,14, F, mid, AAA,0,23,100,1,12,2,1,486.8,303.02, ,,,,
37,14, F, mid, DDD,0,19,98,1,13,2,1,496.46,365.96, ,,,,
37,14, F, mid, BBB,0,25,102,1,14,2,1,543.17,337.24, ,,,,
37,14, F, mid, CCC,0,21,104,1,15,2,1,509.97,398.74, ,,,,
37,14, F, mid, BBB,0,25,102,1,16,2,1,450.39,260.03, ,,,,
37,14, F, mid, CCC,0,21,104,1,17,2,1,518.37,387.39, ,,,,
37,14, F, mid, AAA,0,23,100,1,18,2,1,551.51,333.39, ,,,,
37,14, F, mid, CDC,1,22,98,1,19,2,1,747.31,322.62, ,,,,
37,14, F, mid, ABA,1,24,102,1,20,2,1,727.4,272.92, ,,,,
37,14, F, mid, DCD,1,20,104,1,21,2,1,657.14,282.58, ,,,,
37,14, F, mid, BAB,1,26,100,1,22,2,1,553.41,256.36, ,,,,
37,14, F, mid, CDC,1,22,98,1,23,2,1,639.64,340.12, ,,,,
37,14, F, mid, BBB,0,25,102,1,24,2,1,443.11,252.33, ,,,,
37,14, F, mid, DCD,1,20,104,1,25,2,1,604.47,257.3, ,,,,
37,14, F, mid, BAB,1,26,100,1,26,2,1,505.03,218.09, ,,,,
37,14, F, mid, CDC,1,22,98,1,27,2,1,528.09,267.52, ,,,,
37,14, F, mid, AAA,0,23,100,1,28,2,1,402.4,247.55, ,,,,
37,14, F, mid, DCD,1,20,104,1,29,2,1,656.72,274.61, ,,,,
37,14, F, mid, ABA,1,24,102,1,30,2,1,533.92,193.64, ,,,,
37,14, F, mid, DDD,0,19,98,1,31,2,1,543.88,346.88, ,,,,
37,14, F, mid, BBB,0,25,102,1,32,2,1,472.64,265.35, ,,,,
37,14, F, mid, DDD,0,19,98,1,33,2,1,492.18,274.13, ,,,,
37,14, F, mid, AAA,0,23,100,1,34,2,1,505.23,130.25, ,,,,
37,14, F, mid, DCD,1,20,104,1,35,2,1,616.58,299.04, ,,,,
37,14, F, mid, ABA,1,24,102,1,36,2,1,520.99,305.28, ,,,,
37,14, F, mid, CDC,1,22,98,1,37,2,1,632.49,347.44, ,,,,
37,14, F, mid, ABA,1,24,102,1,38,2,1,584.09,318.02, ,,,,
37,14, F, mid, CCC,0,21,104,1,39,2,1,610.61,391.85, ,,,,
37,14, F, mid, BBB,0,25,102,1,40,2,1,430.85,310.16, ,,,,
37,14, F, mid, CCC,0,21,104,1,41,2,1,571.63,321.96, ,,,,
37,14, F, mid, BAB,1,26,100,1,42,2,1,584.89,309.24, ,,,,
37,14, F, mid, DDD,0,19,98,1,43,2,1,481.8,316.13, ,,,,
37,14, F, mid, ABA,1,24,102,1,44,2,1,571.16,296, ,,,,
37,14, F, mid, DDD,0,19,98,1,45,2,1,487.64,298.81, ,,,,
37,14, F, mid, BAB,1,26,100,1,46,2,1,478.4,327.69, ,,,,
37,14, F, mid, DDD,0,19,98,1,47,2,1,525.61,276.8, ,,,,
37,14, F, mid, ABA,1,24,102,1,48,2,1,515.26,203.57, ,,,,
37,14, F, mid, DDD,0,19,98,1,49,2,1,475.32,295.62, ,,,,
37,14, F, mid, BAB,1,26,100,1,50,2,1,598.92,258.72, ,,,,
37,14, F, mid, CCC,0,21,104,1,51,2,1,566.82,289.17, ,,,,
37,14, F, mid, BBB,0,25,102,1,52,2,1,507.26,248.51, ,,,,
37,14, F, mid, CCC,0,21,104,1,53,2,1,456.58,227.58, ,,,,
37,14, F, mid, BBB,0,25,102,1,54,2,1,435.08,264.11, ,,,,
37,14, F, mid, CDC,1,22,98,1,55,2,1,672.17,241.13, ,,,,
37,14, F, mid, BAB,1,26,100,1,56,2,1,513.45,161.97, ,,,,
37,14, F, mid, DCD,1,20,104,1,57,2,1,612.73,25.55, ,,,,
37,14, F, mid, ABA,1,24,102,1,58,2,1,650.27,197.52, ,,,,
37,14, F, mid, CDC,1,22,98,1,59,2,1,639.04,211.16, ,,,,
37,14, F, mid, BAB,1,26,100,1,60,2,1,605.34,266.28, ,,,,
37,14, F, mid, DDD,0,19,98,1,61,2,1,751.71,128.14, ,,,,
37,14, F, mid, BAB,1,26,100,1,62,2,1,588.4,266.29, ,,,,
37,14, F, mid, CCC,0,21,104,1,63,2,1,540.88,97.2, ,,,,
37,14, F, mid, BBB,0,25,102,1,64,2,1,502.99,231.64, ,,,,
37,14, F, mid, DCD,1,20,104,1,65,2,1,743.96,256.32, ,,,,
37,14, F, mid, BBB,0,25,102,1,66,2,1,857.19,108.07, ,,,,
37,14, F, mid, DCD,1,20,104,1,67,2,1,750.49,257.18, ,,,,
37,14, F, mid, BAB,1,26,100,1,68,2,1,616.78,261.67, ,,,,
37,14, F, mid, CDC,1,22,98,1,69,2,1,736.18,317.15, ,,,,
37,14, F, mid, AAA,0,23,100,1,70,2,1,535.21,386.18, ,,,,
37,14, F, mid, CDC,1,22,98,1,71,2,1,566.01,323.52, ,,,,
