subid, subage, gender, group, code, cong, targ, resp, unknown, trial, block, Acc, RT, pause_time, ts_RT, diff,
102,25, F, adult, DDD,0,25,104,1,1,1,1,654.04,561.34,648.85,5.19, 
102,25, F, adult, ABA,1,28,100,1,2,1,1,705.28,903.19,702.27,3.01, 
102,25, F, adult, DCD,1,23,98,1,3,1,1,745.56,334.59,742.49,3.07, 
102,25, F, adult, BAB,1,34,102,1,4,1,1,681.39,790.01,678.39,3, 
102,25, F, adult, CCC,0,19,98,1,5,1,1,660.52,517.66,657.62,2.9, 
102,25, F, adult, AAA,0,30,102,1,6,1,1,513.14,284.9,510.36,2.78, 
102,25, F, adult, DDD,0,25,104,1,7,1,1,1296.11,415.34,1293.32,2.79, 
102,25, F, adult, BAB,1,34,102,1,8,1,1,653.13,364.46,649.82,3.31, 
102,25, F, adult, CDC,1,21,104,1,9,1,1,605.46,222.2,602.56,2.9, 
102,25, F, adult, AAA,0,30,102,1,10,1,1,509.17,497.98,506.18,2.99, 
102,25, F, adult, DCD,1,23,98,1,11,1,1,686.72,187.66,683.58,3.14, 
102,25, F, adult, AAA,0,30,102,1,12,1,1,411.87,388.08,409.01,2.86, 
102,25, F, adult, DDD,0,25,104,1,13,1,1,700.16,321.19,697.01,3.16, 
102,25, F, adult, AAA,0,30,102,1,14,1,1,452.35,250.72,449.05,3.3, 
102,25, F, adult, DDD,0,25,104,1,15,1,1,488.96,317.87,486.11,2.84, 
102,25, F, adult, BAB,1,34,102,1,16,1,1,816.79,448.92,813.62,3.17, 
102,25, F, adult, CDC,1,21,104,1,17,1,1,541.67,234.51,538.78,2.89, 
102,25, F, adult, BBB,0,32,100,1,18,1,1,662.71,151.81,659.59,3.12, 
102,25, F, adult, CDC,1,21,104,1,19,1,1,784.95,258.96,781.73,3.22, 
102,25, F, adult, AAA,0,30,102,1,20,1,1,441.75,239.07,438.86,2.89, 
102,25, F, adult, DDD,0,25,104,1,21,1,1,459.99,188.11,457.22,2.76, 
102,25, F, adult, ABA,1,28,100,1,22,1,1,779.52,303.14,776.56,2.96, 
102,25, F, adult, DDD,0,25,104,1,23,1,1,530.69,286.27,527.23,3.46, 
102,25, F, adult, ABA,1,28,100,1,24,1,1,832.84,250.63,829.47,3.37, 
102,25, F, adult, CCC,0,19,98,1,25,1,1,753.93,242.54,750.75,3.18, 
102,25, F, adult, BBB,0,32,100,1,26,1,1,672.59,246.76,669.49,3.09, 
102,25, F, adult, DDD,0,25,104,1,27,1,1,644.81,219.86,641.74,3.07, 
102,25, F, adult, BBB,0,32,100,1,28,1,1,482.62,192.31,479.63,2.99, 
102,25, F, adult, CDC,1,21,104,1,29,1,1,521.18,188.53,518.22,2.96, 
102,25, F, adult, BAB,1,34,102,1,30,1,1,572.73,343.78,567.92,4.81, 
102,25, F, adult, CDC,1,21,104,1,31,1,1,593.66,218.7,590.61,3.05, 
102,25, F, adult, BAB,1,34,102,1,32,1,1,713.58,231.31,710.74,2.84, 
102,25, F, adult, CCC,0,19,98,1,33,1,1,691.25,258.13,688.26,2.99, 
102,25, F, adult, AAA,0,30,102,1,34,1,1,679.51,221.95,676.4,3.11, 
102,25, F, adult, CCC,0,19,98,1,35,1,1,685.85,242.31,682.96,2.88, 
102,25, F, adult, AAA,0,30,102,1,36,1,1,496.3,246.03,492.58,3.71, 
102,25, F, adult, DDD,0,25,104,1,37,1,1,710.55,249.09,704.36,6.18, 
102,25, F, adult, BAB,1,34,102,1,38,1,1,718.53,282.15,715.61,2.92, 
102,25, F, adult, CCC,0,19,98,1,39,1,1,717.2,211.31,714.33,2.88, 
102,25, F, adult, AAA,0,30,102,1,40,1,1,490.81,111.6,488.09,2.72, 
102,25, F, adult, CDC,1,21,104,1,41,1,1,811.52,187.89,807.68,3.84, 
102,25, F, adult, AAA,0,30,102,1,42,1,1,529.96,200.62,521.58,8.38, 
102,25, F, adult, DDD,0,25,104,1,43,1,1,728.48,268.08,725.4,3.09, 
102,25, F, adult, BAB,1,34,102,1,44,1,1,637.1,281.02,634.08,3.02, 
102,25, F, adult, DCD,1,23,98,1,45,1,1,751.46,224.27,748.02,3.44, 
102,25, F, adult, BBB,0,32,100,1,46,1,1,606.46,231.22,603.63,2.83, 
102,25, F, adult, DCD,1,23,98,1,47,1,1,685.83,219.01,682.95,2.88, 
102,25, F, adult, BBB,0,32,100,1,48,1,1,1321.12,358.03,1318.24,2.87, 
102,25, F, adult, DDD,0,25,104,1,49,1,1,591.9,217.14,588.61,3.29, 
102,25, F, adult, BAB,1,34,102,1,50,1,1,576.63,242.14,573.55,3.08, 
102,25, F, adult, CDC,1,21,104,1,51,1,1,673.72,271.19,670.8,2.92, 
102,25, F, adult, ABA,1,28,100,1,52,1,1,618.93,283.55,615.68,3.25, 
102,25, F, adult, CDC,1,21,104,1,53,1,1,496.08,205.43,493.02,3.07, 
102,25, F, adult, AAA,0,30,102,1,54,1,1,544.62,208.27,541.58,3.03, 
102,25, F, adult, CDC,1,21,104,1,55,1,1,696.41,269.34,693.48,2.93, 
102,25, F, adult, AAA,0,30,102,1,56,1,1,396.55,228.19,392.31,4.23, 
102,25, F, adult, DDD,0,25,104,1,57,1,1,370.55,164.89,365.95,4.6, 
102,25, F, adult, BAB,1,34,102,1,58,1,1,596.93,247.26,593.76,3.18, 
102,25, F, adult, CDC,1,21,104,1,59,1,1,523.01,216.94,519.72,3.3, 
102,25, F, adult, BAB,1,34,102,1,60,1,1,470.3,270.9,467.26,3.03, 
102,25, F, adult, DDD,0,25,104,1,61,1,1,354.47,237.53,351.67,2.81, 
102,25, F, adult, BBB,0,32,100,1,62,1,1,581.69,86.03,577.47,4.22, 
102,25, F, adult, CDC,1,21,104,1,63,1,1,460.44,216.36,456.35,4.08, 
102,25, F, adult, AAA,0,30,102,1,64,1,1,511.69,100.62,507.45,4.24, 
102,25, F, adult, DDD,0,25,104,1,65,1,1,510.82,76.85,507.63,3.19, 
102,25, F, adult, BAB,1,34,102,1,66,1,1,560.92,52.7,557.91,3.01, 
102,25, F, adult, DCD,1,23,98,1,67,1,1,793.36,235.1,790.62,2.74, 
102,25, F, adult, BBB,0,32,100,1,68,1,1,497.21,190.89,493.9,3.3, 
102,25, F, adult, CCC,0,19,98,1,69,1,1,416.77,143.2,413.67,3.11, 
102,25, F, adult, BBB,0,32,100,1,70,1,1,585.75,0.41,582.59,3.16, 
102,25, F, adult, CDC,1,21,104,1,71,1,1,544.68,117.83,541.72,2.96, 
102,25, F, adult, ABA,1,28,100,1,72,1,1,568.28,186.92,565.23,3.04, 
102,25, F, adult, DCD,1,23,98,1,73,1,1,521.76,184.24,518.78,2.98, 
102,25, F, adult, BAB,1,34,102,1,74,1,1,639.9,199.58,636.58,3.32, 
102,25, F, adult, CCC,0,19,98,1,75,1,1,517.44,138.52,514.4,3.04, 
102,25, F, adult, ABA,1,28,100,1,76,1,1,660.52,83.73,657.66,2.85, 
102,25, F, adult, DCD,1,23,98,1,77,1,1,583.65,145.45,580.76,2.89, 
102,25, F, adult, BBB,0,32,100,1,78,1,1,499.79,135.75,496.54,3.25, 
102,25, F, adult, CCC,0,19,98,1,79,1,1,474.42,8.55,471.28,3.14, 
102,25, F, adult, BBB,0,32,100,1,80,1,1,488.83,269.7,484.62,4.21, 
102,25, F, adult, DCD,1,23,98,1,81,1,1,512.77,278.86,509,3.78, 
102,25, F, adult, BBB,0,32,100,1,82,1,1,535.63,254.49,528.57,7.05, 
102,25, F, adult, CCC,0,19,98,1,83,1,1,463.35,155.44,459.23,4.12, 
102,25, F, adult, ABA,1,28,100,1,84,1,1,556.31,191.93,553.47,2.84, 
102,25, F, adult, CCC,0,19,98,1,85,1,1,533.03,163.02,525.09,7.94, 
102,25, F, adult, ABA,1,28,100,1,86,1,1,587.76,141.33,584.96,2.8, 
102,25, F, adult, DCD,1,23,98,1,87,1,1,423.57,17.4,419.88,3.69, 
102,25, F, adult, ABA,1,28,100,1,88,1,1,495.27,0.43,492.53,2.74, 
102,25, F, adult, CCC,0,19,98,1,89,1,1,511.75,680.88,504.6,7.14, 
102,25, F, adult, ABA,1,28,100,1,90,1,1,525.12,248.71,521.82,3.3, 
102,25, F, adult, DCD,1,23,98,1,91,1,1,501.43,27.39,498.52,2.91, 
102,25, F, adult, BBB,0,32,100,1,92,1,1,403.96,610.72,399.61,4.35, 
102,25, F, adult, DCD,1,23,98,1,93,1,1,464.34,280.52,461.51,2.83, 
102,25, F, adult, ABA,1,28,100,1,94,1,1,476.58,52.12,472.01,4.58, 
102,25, F, adult, DCD,1,23,98,1,95,1,1,520.57,13.81,517.45,3.12, 
102,25, F, adult, ABA,1,28,100,1,96,1,1,467.07,65.6,464.08,2.99, 
102,25, F, adult, CCC,0,19,98,1,97,1,1,486.31,212.13,483.25,3.06, 
102,25, F, adult, CDC,1,21,104,1,1,2,1,938.77,951.1,935.48,3.28, 
102,25, F, adult, AAA,0,30,102,1,2,2,1,551.92,211.52,548.69,3.23, 
102,25, F, adult, CCC,0,19,98,1,3,2,1,553.35,197.08,548.91,4.45, 
102,25, F, adult, AAA,0,30,102,1,4,2,1,429.49,12.95,426.06,3.43, 
102,25, F, adult, CDC,1,21,104,1,5,2,1,715.18,1191.75,712.34,2.84, 
102,25, F, adult, BAB,1,34,102,1,6,2,1,637.27,64.22,630.18,7.09, 
102,25, F, adult, DDD,0,25,104,1,7,2,1,572.59,295.27,569.74,2.85, 
102,25, F, adult, BAB,1,34,102,1,8,2,1,683.21,304.41,679.02,4.19, 
102,25, F, adult, CDC,1,21,104,1,9,2,1,509.06,216.76,505.96,3.09, 
102,25, F, adult, BAB,1,34,102,1,10,2,1,599.05,232.94,596.1,2.95, 
102,25, F, adult, CDC,1,21,104,1,11,2,1,589.25,320.23,586.02,3.22, 
102,25, F, adult, BAB,1,34,102,1,12,2,1,483.71,168.54,480.65,3.06, 
102,25, F, adult, CCC,0,19,98,1,13,2,1,699.11,254.38,694.96,4.15, 
102,25, F, adult, BAB,1,34,102,1,14,2,1,544.65,247.39,541.79,2.86, 
102,25, F, adult, CDC,1,21,104,1,15,2,1,875.93,251.97,872.92,3.01, 
102,25, F, adult, AAA,0,30,102,1,16,2,1,369.49,258.84,365.18,4.31, 
102,25, F, adult, DDD,0,25,104,1,17,2,1,416.54,417.38,411.25,5.29, 
102,25, F, adult, BBB,0,32,100,1,18,2,1,686.8,252.84,683.92,2.88, 
102,25, F, adult, CDC,1,21,104,1,19,2,1,440.53,90.17,437.48,3.05, 
102,25, F, adult, AAA,0,30,102,1,20,2,1,338.27,233.62,335.38,2.89, 
102,25, F, adult, DDD,0,25,104,1,21,2,1,447.53,127.33,444.43,3.1, 
102,25, F, adult, BAB,1,34,102,1,22,2,1,626.14,138.39,622.99,3.15, 
102,25, F, adult, DDD,0,25,104,1,23,2,1,345.32,232.03,341.39,3.93, 
102,25, F, adult, ABA,1,28,100,1,24,2,1,727.35,947.04,724.28,3.07, 
102,25, F, adult, CCC,0,19,98,1,25,2,1,572.44,174.21,569.38,3.06, 
102,25, F, adult, AAA,0,30,102,1,26,2,1,399.33,936.81,396.57,2.76, 
102,25, F, adult, CDC,1,21,104,1,27,2,1,628.55,138.23,624.23,4.32, 
102,25, F, adult, ABA,1,28,100,1,28,2,1,780.74,238.8,777.88,2.86, 
102,25, F, adult, CDC,1,21,104,1,29,2,1,724.94,233.06,721.9,3.04, 
102,25, F, adult, ABA,1,28,102,1,30,2,0,320.02,563.53,315.1,4.92, 
102,25, F, adult, CCC,0,19,98,1,31,2,1,671.5,379.17,668.77,2.73, 
102,25, F, adult, ABA,1,28,100,1,32,2,1,515.05,439.64,512.22,2.83, 
102,25, F, adult, CDC,1,21,104,1,33,2,1,726.67,538.01,723.94,2.73, 
102,25, F, adult, ABA,1,28,100,1,34,2,1,517.27,256.54,514.26,3.01, 
102,25, F, adult, DCD,1,23,98,1,35,2,1,758.81,408.79,755.08,3.73, 
102,25, F, adult, AAA,0,30,102,1,36,2,1,644.11,239.89,641.21,2.9, 
102,25, F, adult, DCD,1,23,98,1,37,2,1,568.85,232.95,564.69,4.16, 
102,25, F, adult, AAA,0,30,102,1,38,2,1,470.84,228.68,467.78,3.06, 
102,25, F, adult, CCC,0,19,98,1,39,2,1,389.56,220.36,382.61,6.95, 
102,25, F, adult, ABA,1,28,100,1,40,2,1,579.38,69.49,576.59,2.8, 
102,25, F, adult, DDD,0,25,104,1,41,2,1,961.28,453.23,958.49,2.79, 
102,25, F, adult, ABA,1,28,100,1,42,2,1,835.2,499.19,831.55,3.65, 
102,25, F, adult, DCD,1,23,98,1,43,2,1,692.2,379.45,689.18,3.02, 
102,25, F, adult, BBB,0,32,100,1,44,2,1,498.5,544.41,495.54,2.96, 
102,25, F, adult, DCD,1,23,98,1,45,2,1,643.65,83.03,640.71,2.95, 
102,25, F, adult, AAA,0,30,102,1,46,2,1,536.67,249.94,533.81,2.86, 
102,25, F, adult, CDC,1,21,104,1,47,2,1,813.7,232.34,810.65,3.04, 
102,25, F, adult, ABA,1,28,100,1,48,2,1,567.23,1105.6,562.97,4.25, 
102,25, F, adult, DDD,0,25,104,1,49,2,1,660.21,299.24,655.58,4.63, 
102,25, F, adult, BAB,1,34,102,1,50,2,1,581.58,248.87,578.57,3.01, 
102,25, F, adult, DDD,0,25,104,1,51,2,1,596.56,447.33,593.74,2.82, 
102,25, F, adult, AAA,0,30,102,1,52,2,1,459.85,275.76,457.04,2.82, 
102,25, F, adult, DCD,1,23,98,1,53,2,1,617.14,249.41,613.92,3.21, 
102,25, F, adult, AAA,0,30,102,1,54,2,1,510.29,123.13,507.27,3.02, 
102,25, F, adult, DDD,0,25,104,1,55,2,1,516.35,250.13,513.29,3.05, 
102,25, F, adult, BAB,1,34,102,1,56,2,1,510.94,132.96,508.18,2.76, 
102,25, F, adult, CCC,0,19,98,1,57,2,1,693.85,116.27,690.87,2.99, 
102,25, F, adult, AAA,0,30,102,1,58,2,1,471.14,0.42,466.78,4.36, 
102,25, F, adult, CCC,0,19,98,1,59,2,1,640.65,396.32,635.43,5.22, 
102,25, F, adult, AAA,0,30,102,1,60,2,1,499.55,97.22,495.29,4.26, 
102,25, F, adult, CCC,0,19,98,1,61,2,1,531.21,64.75,522.26,8.95, 
102,25, F, adult, BBB,0,32,100,1,62,2,1,535.12,273.26,531.59,3.53, 
102,25, F, adult, DDD,0,25,104,1,63,2,1,685.71,211.09,682.6,3.1, 
102,25, F, adult, BBB,0,32,100,1,64,2,1,524.03,574.82,520.68,3.36, 
102,25, F, adult, CDC,1,21,104,1,65,2,1,688.57,246.08,685.78,2.79, 
102,25, F, adult, BBB,0,32,100,1,66,2,1,578.44,220.97,575.32,3.12, 
102,25, F, adult, CCC,0,19,98,1,67,2,1,555.83,463.2,550.79,5.03, 
102,25, F, adult, BBB,0,32,100,1,68,2,1,482.86,289.07,479.7,3.16, 
102,25, F, adult, CDC,1,21,104,1,69,2,1,648.38,236.02,641.36,7.03, 
102,25, F, adult, BBB,0,32,100,1,70,2,1,627.38,258.94,623.92,3.46, 
102,25, F, adult, DCD,1,23,98,1,71,2,1,568.89,266.15,566.08,2.81, 
102,25, F, adult, BBB,0,32,100,1,72,2,1,496.31,357.19,493.36,2.95, 
102,25, F, adult, CDC,1,21,104,1,73,2,1,814.08,350.97,811.01,3.07, 
102,25, F, adult, ABA,1,28,100,1,74,2,1,584.46,466.11,581.32,3.14, 
102,25, F, adult, DCD,1,23,98,1,75,2,1,710.34,251.84,706.01,4.33, 
102,25, F, adult, ABA,1,28,100,1,76,2,1,569.81,251.54,565.52,4.29, 
102,25, F, adult, DCD,1,23,98,1,77,2,1,778.69,299.47,774.46,4.23, 
102,25, F, adult, ABA,1,28,100,1,78,2,1,465.26,237.6,461.3,3.96, 
102,25, F, adult, CCC,0,19,98,1,79,2,1,570.61,278.32,567.58,3.03, 
102,25, F, adult, BBB,0,32,100,1,80,2,1,385.75,92.36,378.76,7, 
102,25, F, adult, DDD,0,25,104,1,81,2,1,558.89,162.71,554.23,4.65, 
102,25, F, adult, BBB,0,32,100,1,82,2,1,338.67,375.11,335.75,2.92, 
102,25, F, adult, DCD,1,23,98,1,83,2,1,616.07,0.4,612.8,3.27, 
102,25, F, adult, ABA,1,28,100,1,84,2,1,480.84,125.78,476.65,4.19, 
102,25, F, adult, DCD,1,23,98,1,85,2,1,785.1,338.29,781.93,3.17, 
102,25, F, adult, BAB,1,34,102,1,86,2,1,564.13,47.32,561.37,2.77, 
102,25, F, adult, DDD,0,25,104,1,87,2,1,530.78,153.63,523.6,7.18, 
102,25, F, adult, BBB,0,32,100,1,88,2,1,492.88,0.4,489.15,3.73, 
102,25, F, adult, CCC,0,19,98,1,89,2,1,550.94,0.41,547.26,3.68, 
102,25, F, adult, BBB,0,32,100,1,90,2,1,404.36,0.42,398.22,6.14, 
102,25, F, adult, DCD,1,23,98,1,91,2,1,452.64,576.96,448.83,3.81, 
102,25, F, adult, BAB,1,34,102,1,92,2,1,569.77,452.91,565.02,4.74, 
102,25, F, adult, CCC,0,19,98,1,93,2,1,571.66,524.54,568.03,3.64, 
102,25, F, adult, BAB,1,34,102,1,94,2,1,559.31,249.95,555.09,4.21, 
102,25, F, adult, DDD,0,25,104,1,95,2,1,798.01,176,795.24,2.76, 
102,25, F, adult, BAB,1,34,102,1,96,2,1,579.35,274.75,575.15,4.2, 
102,25, F, adult, DCD,1,23,98,1,97,2,1,559.56,219.21,556.75,2.82, 
102,25, F, adult, DCD,1,23,98,1,1,3,1,661.82,301.33,658.83,2.99, 
102,25, F, adult, BBB,0,32,100,1,2,3,1,731.02,532.01,727.68,3.34, 
102,25, F, adult, CCC,0,19,98,1,3,3,1,453.87,109.82,450.81,3.06, 
102,25, F, adult, BBB,0,32,100,1,4,3,1,376.09,98.75,372.05,4.05, 
102,25, F, adult, DCD,1,23,98,1,5,3,1,462.43,188.97,458.79,3.64, 
102,25, F, adult, AAA,0,30,102,1,6,3,1,512.98,106.08,508.1,4.87, 
102,25, F, adult, DDD,0,25,104,1,7,3,1,597.39,303.29,594.3,3.08, 
102,25, F, adult, AAA,0,30,102,1,8,3,1,483.19,200.25,480.26,2.93, 
102,25, F, adult, CDC,1,21,104,1,9,3,1,725.98,187.91,723.01,2.97, 
102,25, F, adult, AAA,0,30,102,1,10,3,1,510.82,17.72,503.78,7.04, 
102,25, F, adult, CDC,1,21,104,1,11,3,1,671.31,447.19,668.49,2.82, 
102,25, F, adult, ABA,1,28,100,1,12,3,1,691.49,281.1,688.81,2.67, 
102,25, F, adult, CDC,1,21,104,1,13,3,1,445.63,260.75,442.26,3.37, 
102,25, F, adult, BBB,0,32,100,1,14,3,1,528.58,126.49,525.38,3.2, 
102,25, F, adult, CDC,1,21,104,1,15,3,1,416.23,138.16,413.31,2.92, 
102,25, F, adult, ABA,1,28,100,1,16,3,1,658.09,235.04,655.08,3.01, 
102,25, F, adult, DCD,1,23,98,1,17,3,1,783.69,266.26,780.67,3.02, 
102,25, F, adult, BBB,0,32,100,1,18,3,1,406.56,272.55,403.74,2.82, 
102,25, F, adult, DDD,0,25,104,1,19,3,1,406.91,254.23,402.74,4.17, 
102,25, F, adult, ABA,1,28,100,1,20,3,1,515.57,279.32,512.65,2.91, 
102,25, F, adult, CCC,0,19,98,1,21,3,1,554.17,279.26,551.03,3.14, 
102,25, F, adult, ABA,1,28,100,1,22,3,1,499.96,295.99,495.43,4.54, 
102,25, F, adult, DDD,0,25,104,1,23,3,1,587.82,229.21,584.89,2.93, 
102,25, F, adult, AAA,0,30,102,1,24,3,1,611.93,684.06,609.19,2.74, 
102,25, F, adult, DCD,1,23,98,1,25,3,1,696.81,182.88,694.03,2.78, 
102,25, F, adult, BAB,1,34,100,1,26,3,0,366.95,584.93,362.64,4.31, 
102,25, F, adult, DDD,0,25,104,1,27,3,1,704.58,245.47,700.85,3.74, 
102,25, F, adult, BBB,0,32,100,1,28,3,1,535.95,174.52,532.54,3.41, 
102,25, F, adult, DDD,0,25,104,1,29,3,1,590.38,80.85,587.43,2.95, 
102,25, F, adult, ABA,1,28,100,1,30,3,1,574.34,207.28,569.64,4.71, 
102,25, F, adult, DCD,1,23,98,1,31,3,1,703.05,203.61,699.28,3.77, 
102,25, F, adult, BAB,1,34,102,1,32,3,1,535.84,38.65,532.58,3.26, 
102,25, F, adult, DDD,0,25,104,1,33,3,1,591.46,230.92,584.61,6.85, 
102,25, F, adult, BAB,1,34,102,1,34,3,1,555.02,9.27,551.91,3.1, 
102,25, F, adult, DCD,1,23,98,1,35,3,1,997.26,312.4,993.99,3.27, 
102,25, F, adult, BBB,0,32,100,1,36,3,1,466.86,57.57,462.66,4.2, 
102,25, F, adult, CCC,0,19,98,1,37,3,1,559.48,193.79,555.25,4.23, 
102,25, F, adult, BBB,0,32,100,1,38,3,1,417.98,170.9,415.08,2.91, 
102,25, F, adult, DCD,1,23,98,1,39,3,1,682.69,136.5,678.96,3.74, 
102,25, F, adult, BBB,0,32,100,1,40,3,1,713.81,56.8,710.89,2.92, 
102,25, F, adult, DCD,1,23,98,1,41,3,1,568.68,31.36,564.43,4.25, 
102,25, F, adult, BAB,1,34,102,1,42,3,1,629.23,0.4,625.87,3.36, 
102,25, F, adult, DDD,0,25,104,1,43,3,1,605.5,6.21,602.49,3.01, 
102,25, F, adult, AAA,0,30,102,1,44,3,1,537.85,417.02,531.93,5.92, 
102,25, F, adult, DDD,0,25,104,1,45,3,1,640.3,71.47,637.52,2.77, 
102,25, F, adult, BBB,0,32,100,1,46,3,1,339.84,183.66,336.99,2.86, 
102,25, F, adult, DCD,1,23,98,1,47,3,1,542.68,228.39,539.49,3.18, 
102,25, F, adult, BBB,0,32,100,1,48,3,1,395.15,140.31,391,4.14, 
102,25, F, adult, DCD,1,23,98,1,49,3,1,670.01,164.38,666.89,3.11, 
102,25, F, adult, BAB,1,34,102,1,50,3,1,588.59,174.5,585.71,2.89, 
102,25, F, adult, DCD,1,23,98,1,51,3,1,526.33,76.31,523.6,2.73, 
102,25, F, adult, ABA,1,28,100,1,52,3,1,610.93,137.26,607.31,3.63, 
102,25, F, adult, CCC,0,19,98,1,53,3,1,474.23,89.62,471.28,2.95, 
102,25, F, adult, BBB,0,32,100,1,54,3,1,390.46,79.27,383.32,7.14, 
102,25, F, adult, DCD,1,23,98,1,55,3,1,420.83,131.57,417.43,3.4, 
102,25, F, adult, BAB,1,34,102,1,56,3,1,629.13,262.47,625.89,3.24, 
102,25, F, adult, DCD,1,23,98,1,57,3,1,452.83,90.35,449.51,3.32, 
102,25, F, adult, BAB,1,34,102,1,58,3,1,671.19,293.13,668.11,3.08, 
102,25, F, adult, CDC,1,21,104,1,59,3,1,801.23,178.34,797.89,3.33, 
102,25, F, adult, AAA,0,30,102,1,60,3,1,561.54,157.52,558.63,2.92, 
102,25, F, adult, CDC,1,21,104,1,61,3,1,695.55,45.81,692.58,2.97, 
102,25, F, adult, ABA,1,28,100,1,62,3,1,690.12,319.46,687.05,3.07, 
102,25, F, adult, CDC,1,21,104,1,63,3,1,531.32,55.1,527.82,3.5, 
102,25, F, adult, BAB,1,34,102,1,64,3,1,732.69,63.57,729.02,3.67, 
102,25, F, adult, CCC,0,19,98,1,65,3,1,566.57,214,563.6,2.97, 
102,25, F, adult, AAA,0,30,102,1,66,3,1,590.11,366.38,587.12,3, 
102,25, F, adult, CCC,0,19,98,1,67,3,1,598.43,104.09,595.67,2.76, 
102,25, F, adult, AAA,0,30,102,1,68,3,1,571.17,62.28,567.12,4.05, 
102,25, F, adult, DDD,0,25,104,1,69,3,1,732.26,199.62,728.94,3.32, 
102,25, F, adult, BBB,0,32,100,1,70,3,1,435.66,94.43,432.59,3.07, 
102,25, F, adult, CDC,1,21,104,1,71,3,1,699.41,286.87,696.44,2.97, 
102,25, F, adult, ABA,1,28,100,1,72,3,1,554.3,286,551.32,2.98, 
102,25, F, adult, CCC,0,19,98,1,73,3,1,690.66,279.66,687.9,2.77, 
102,25, F, adult, BAB,1,34,102,1,74,3,1,717.03,256.18,714.15,2.88, 
102,25, F, adult, DDD,0,25,104,1,75,3,1,782.99,207.24,779.81,3.18, 
102,25, F, adult, BAB,1,34,102,1,76,3,1,1367.13,289.62,1364.02,3.11, 
102,25, F, adult, CCC,0,19,98,1,77,3,1,483.51,298.75,480.48,3.04, 
102,25, F, adult, ABA,1,28,100,1,78,3,1,567.64,176.38,562.65,4.99, 
102,25, F, adult, CDC,1,21,104,1,79,3,1,737.63,261.45,734.06,3.56, 
102,25, F, adult, AAA,0,30,102,1,80,3,1,536.73,262.42,533.63,3.1, 
102,25, F, adult, CDC,1,21,104,1,81,3,1,683.49,265.75,680.54,2.95, 
102,25, F, adult, AAA,0,30,102,1,82,3,1,494.18,59.36,490.24,3.94, 
102,25, F, adult, DDD,0,25,104,1,83,3,1,419.38,89.67,414.27,5.11, 
102,25, F, adult, ABA,1,28,100,1,84,3,1,564.45,327.95,561.48,2.97, 
102,25, F, adult, CCC,0,19,98,1,85,3,1,556.14,206.29,553.35,2.79, 
102,25, F, adult, AAA,0,30,102,1,86,3,1,565.25,183.41,562.35,2.9, 
102,25, F, adult, DDD,0,25,104,1,87,3,1,636.89,624.15,629.06,7.83, 
102,25, F, adult, ABA,1,28,100,1,88,3,1,502.94,99.54,500.13,2.81, 
102,25, F, adult, CCC,0,19,98,1,89,3,1,694.38,259.93,691.27,3.1, 
102,25, F, adult, BAB,1,34,102,1,90,3,1,616.8,129.61,613.72,3.08, 
102,25, F, adult, CCC,0,19,98,1,91,3,1,915.75,240.58,912.98,2.77, 
102,25, F, adult, AAA,0,30,102,1,92,3,1,597.97,312.28,595.22,2.75, 
102,25, F, adult, CCC,0,19,98,1,93,3,1,540.33,118.79,535.74,4.59, 
102,25, F, adult, BAB,1,34,102,1,94,3,1,626.39,266.16,621.79,4.6, 
102,25, F, adult, CDC,1,21,104,1,95,3,1,894.81,412.28,892.17,2.64, 
102,25, F, adult, ABA,1,28,100,1,96,3,1,551.63,1094.01,548.38,3.25, 
102,25, F, adult, CDC,1,21,104,1,97,3,1,738.37,302.51,734.75,3.62, 
103,12, F, ea, DCD,1,28,100,1,1,1,1,1978.24,1126.11,1971.44,6.8, 
103,12, F, ea, BBB,0,25,104,1,2,1,1,1508.34,584.56,1504.79,3.55, 
103,12, F, ea, DDD,0,30,102,1,3,1,1,1180.72,290.51,1177.22,3.5, 
103,12, F, ea, BAB,1,23,98,1,4,1,1,987.21,328.85,983.61,3.6, 
103,12, F, ea, CCC,0,32,100,1,5,1,1,1109.32,287.47,1105.81,3.52, 
103,12, F, ea, BBB,0,25,104,1,6,1,1,808.58,323.89,805.16,3.42, 
103,12, F, ea, CDC,1,34,102,1,7,1,1,1601.22,289.05,1597.58,3.64, 
103,12, F, ea, BAB,1,23,98,1,8,1,1,898.19,449.71,894.74,3.45, 
103,12, F, ea, DDD,0,30,102,1,9,1,1,1019.38,304.55,1015.74,3.64, 
103,12, F, ea, AAA,0,19,98,1,10,1,1,949.85,518.64,945.71,4.14, 
103,12, F, ea, DCD,1,28,100,1,11,1,1,1422.78,386.53,1419.43,3.36, 
103,12, F, ea, BAB,1,23,98,1,12,1,1,1110.69,648.5,1107.27,3.42, 
103,12, F, ea, CCC,0,32,100,1,13,1,1,865.87,524.05,862.23,3.64, 
103,12, F, ea, ABA,1,21,104,1,14,1,1,1290.59,590.68,1287.11,3.48, 
103,12, F, ea, CCC,0,32,100,1,15,1,1,1288.31,684.73,1284.68,3.63, 
103,12, F, ea, ABA,1,21,104,1,16,1,1,1077.49,440.2,1073.84,3.66, 
103,12, F, ea, DCD,1,28,100,1,17,1,1,1359.97,1186.3,1351.16,8.8, 
103,12, F, ea, BBB,0,25,104,1,18,1,1,1512.8,283.36,1509.36,3.44, 
