subid, subage, gender, group, code, targ, resp, unknown, trial, block, Acc, RT, ts_RT, diff,
33,18, F, lat,1,5,32,132,4,2,1,350.7,347.4,3.3, 
33,18, F, lat,1,8,32,132,5,2,1,368.77,364.54,4.22, 
33,18, F, lat,1,2,32,132,6,2,1,431.85,426.88,4.97, 
33,18, F, lat,1,2,32,132,7,2,1,399.47,396.73,2.74, 
33,18, F, lat,3,111,97,132,8,2,999,2082.22,2079.54,2.68, 
33,18, F, lat,1,9,32,132,9,2,1,598.88,594.82,4.06, 
33,18, F, lat,1,4,32,132,10,2,1,448.81,444.72,4.09, 
33,18, F, lat,1,1,32,132,11,2,1,560.12,553.43,6.68, 
33,18, F, lat,1,7,32,132,12,2,1,585.65,575.88,9.77, 
33,18, F, lat,2,3,0,132,13,2,1,0,0,0, 
33,18, F, lat,1,6,32,132,14,2,1,706.62,703.6,3.01, 
33,18, F, lat,1,6,32,132,15,2,1,548.8,541.54,7.26, 
33,18, F, lat,1,7,32,132,16,2,1,857.39,854.69,2.7, 
33,18, F, lat,1,6,32,132,17,2,1,749.43,744.85,4.58, 
33,18, F, lat,1,9,32,132,18,2,1,728.01,725.05,2.96, 
33,18, F, lat,2,3,0,132,19,2,1,0,0,0, 
33,18, F, lat,1,7,32,132,20,2,1,358.23,354.51,3.72, 
33,18, F, lat,1,6,32,132,21,2,1,353.36,337.9,15.46, 
33,18, F, lat,1,2,32,132,22,2,1,333.71,329.27,4.43, 
33,18, F, lat,1,1,32,132,23,2,1,565.81,563.16,2.65, 
33,18, F, lat,1,7,32,132,24,2,1,389.73,384.93,4.8, 
33,18, F, lat,1,7,32,132,25,2,1,491.13,488.28,2.86, 
33,18, F, lat,1,2,32,132,26,2,1,407.22,404.51,2.71, 
33,18, F, lat,1,2,32,132,27,2,1,299.13,296.43,2.7, 
33,18, F, lat,1,8,32,132,28,2,1,526.7,522.76,3.93, 
33,18, F, lat,1,2,32,132,29,2,1,512.53,508.64,3.89, 
33,18, F, lat,1,2,32,132,30,2,1,365.41,360.59,4.82, 
33,18, F, lat,1,9,32,132,31,2,1,633.36,629.44,3.92, 
33,18, F, lat,1,8,32,132,32,2,1,546.93,542.98,3.96, 
33,18, F, lat,3,111,98,132,33,2,999,1579.39,1576.38,3.01, 
33,18, F, lat,1,4,32,132,34,2,1,556.65,549.58,7.07, 
33,18, F, lat,1,2,32,132,35,2,1,564.91,561.89,3.03, 
33,18, F, lat,1,9,32,132,36,2,1,434.8,430.68,4.12, 
33,18, F, lat,1,5,32,132,37,2,1,334,329.91,4.09, 
33,18, F, lat,1,1,32,132,38,2,1,369,364.87,4.13, 
33,18, F, lat,1,7,32,132,39,2,1,1097.35,1094.58,2.77, 
33,18, F, lat,1,4,32,132,40,2,1,403.16,400.12,3.04, 
33,18, F, lat,2,3,32,132,41,2,0,1012.09,1005.26,6.83, 
33,18, F, lat,1,9,32,132,42,2,1,312.58,309.57,3.01, 
33,18, F, lat,1,8,32,132,43,2,1,404.14,397.25,6.9, 
33,18, F, lat,1,4,32,132,44,2,1,482.61,478.67,3.95, 
33,18, F, lat,1,5,32,132,45,2,1,531.04,528.42,2.61, 
33,18, F, lat,1,6,32,132,46,2,1,524.52,521.79,2.73, 
33,18, F, lat,1,4,32,132,47,2,1,643.04,639.96,3.08, 
33,18, F, lat,1,6,32,132,48,2,1,803.5,800.61,2.89, 
33,18, F, lat,1,4,0,132,49,2,0,0,0,0, 
33,18, F, lat,1,9,32,132,50,2,1,502.01,498.06,3.96, 
33,18, F, lat,2,3,32,132,51,2,0,279.78,274.71,5.07, 
33,18, F, lat,1,6,32,132,52,2,1,299.64,292.75,6.89, 
33,18, F, lat,1,7,32,132,53,2,1,427.96,425.07,2.89, 
33,18, F, lat,1,6,32,132,54,2,1,486.17,483.25,2.92, 
33,18, F, lat,1,4,32,132,55,2,1,436.19,431.9,4.29, 
33,18, F, lat,2,3,0,132,56,2,1,0,0,0, 
33,18, F, lat,1,5,32,132,57,2,1,547.67,540.82,6.85, 
33,18, F, lat,1,9,32,132,58,2,1,506.23,503.28,2.95, 
33,18, F, lat,1,1,32,132,59,2,1,426.48,421.94,4.54, 
33,18, F, lat,1,1,32,132,60,2,1,597.51,590.7,6.81, 
33,18, F, lat,1,2,32,132,61,2,1,1100.42,1097.38,3.04, 
33,18, F, lat,1,1,32,132,62,2,1,402.58,394.22,8.36, 
33,18, F, lat,1,7,32,132,63,2,1,433.5,429.38,4.12, 
33,18, F, lat,1,7,32,132,64,2,1,460.47,457.53,2.93, 
33,18, F, lat,1,9,32,132,65,2,1,487.19,484.53,2.66, 
33,18, F, lat,1,4,32,132,66,2,1,837.03,834.35,2.68, 
33,18, F, lat,2,3,0,132,67,2,1,0,0,0, 
33,18, F, lat,1,8,32,132,68,2,1,463.71,456.62,7.09, 
33,18, F, lat,1,7,32,132,69,2,1,388.4,384.91,3.48, 
33,18, F, lat,1,4,32,132,70,2,1,556.2,552.24,3.96, 
33,18, F, lat,1,9,32,132,71,2,1,892.88,888.84,4.03, 
33,18, F, lat,1,1,32,132,72,2,1,469.14,464.86,4.28, 
33,18, F, lat,1,1,32,132,73,2,1,475.65,471.6,4.05, 
33,18, F, lat,1,2,32,132,74,2,1,451.72,447.32,4.4, 
33,18, F, lat,1,6,32,132,75,2,1,591.75,587.69,4.06, 
33,18, F, lat,2,3,0,132,76,2,1,0,0,0, 
33,18, F, lat,1,5,32,132,77,2,1,849.19,843.9,5.29, 
33,18, F, lat,1,2,32,132,78,2,1,572.21,566.92,5.28, 
33,18, F, lat,1,7,32,132,79,2,1,867.5,863.4,4.09, 
33,18, F, lat,1,9,32,132,80,2,1,547.93,544.97,2.96, 
33,18, F, lat,1,6,32,132,81,2,1,415.99,411.99,4, 
33,18, F, lat,2,3,0,132,82,2,1,0,0,0, 
33,18, F, lat,1,4,32,132,83,2,1,398.75,395.76,3, 
33,18, F, lat,1,8,32,132,84,2,1,520.05,517.15,2.9, 
33,18, F, lat,1,5,32,132,85,2,1,450.26,444.49,5.77, 
33,18, F, lat,3,111,100,132,86,2,999,2352.02,2348.95,3.07, 
33,18, F, lat,1,4,32,132,87,2,1,438.68,429.59,9.09, 
33,18, F, lat,1,1,32,132,88,2,1,570.05,565.87,4.18, 
33,18, F, lat,3,111,98,132,89,2,999,3181.88,3178.88,3, 
33,18, F, lat,1,5,32,132,90,2,1,517.33,513.24,4.09, 
33,18, F, lat,1,8,32,132,91,2,1,368.11,361.26,6.85, 
33,18, F, lat,3,111,97,132,92,2,999,1624.28,1621.58,2.7, 
33,18, F, lat,1,2,32,132,93,2,1,761.44,757.42,4.03, 
33,18, F, lat,1,5,32,132,94,2,1,398.65,396.14,2.51, 
33,18, F, lat,1,8,32,132,95,2,1,338.59,335.62,2.97, 
33,18, F, lat,1,7,32,132,96,2,1,431.05,425.81,5.24, 
33,18, F, lat,2,3,0,132,97,2,1,0,0,0, 
33,18, F, lat,1,1,32,132,98,2,1,394.62,388.01,6.61, 
33,18, F, lat,1,6,32,132,99,2,1,370.18,365.37,4.8, 
33,18, F, lat,1,4,32,132,100,2,1,609.01,606.16,2.85, 
33,18, F, lat,2,3,0,132,101,2,1,0,0,0, 
33,18, F, lat,1,4,32,132,102,2,1,375.83,368.8,7.03, 
33,18, F, lat,1,8,32,132,103,2,1,585.08,582.04,3.04, 
33,18, F, lat,1,5,32,132,104,2,1,455.93,438.35,17.58, 
33,18, F, lat,1,5,32,132,105,2,1,560.36,557.72,2.63, 
33,18, F, lat,1,8,32,132,106,2,1,565.43,561.36,4.07, 
33,18, F, lat,1,1,32,132,107,2,1,524.78,522.2,2.59, 
33,18, F, lat,2,3,0,132,108,2,1,0,0,0, 
33,18, F, lat,1,6,32,132,109,2,1,701.13,697.01,4.12, 
33,18, F, lat,1,6,32,132,110,2,1,465.64,457.58,8.06, 
33,18, F, lat,1,2,32,132,111,2,1,536.68,531.89,4.8, 
33,18, F, lat,1,1,32,132,112,2,1,486.57,482.44,4.13, 
33,18, F, lat,2,3,0,132,113,2,1,0,0,0, 
33,18, F, lat,1,7,32,132,114,2,1,443.88,430.88,13, 
33,18, F, lat,1,8,32,132,115,2,1,494.14,490.1,4.04, 
33,18, F, lat,1,5,32,132,116,2,1,386.85,383.24,3.6, 
33,18, F, lat,2,3,0,132,117,2,1,0,0,0, 
33,18, F, lat,1,9,32,132,118,2,1,447.63,442.88,4.75, 
33,18, F, lat,1,4,32,132,119,2,1,325.41,321.31,4.1, 
33,18, F, lat,1,1,32,132,120,2,1,614.79,610.77,4.02, 
33,18, F, lat,1,5,32,132,121,2,1,912.46,909.93,2.52, 
33,18, F, lat,1,1,32,132,122,2,1,714.05,710.87,3.17, 
33,18, F, lat,2,3,0,132,123,2,1,0,0,0, 
33,18, F, lat,1,6,32,132,124,2,1,484.53,477.67,6.86, 
33,18, F, lat,1,9,32,132,125,2,1,572.49,569.37,3.12, 
33,18, F, lat,1,8,32,132,126,2,1,703.94,701.36,2.59, 
33,18, F, lat,1,9,32,132,127,2,1,640.88,637.99,2.88, 
33,18, F, lat,1,7,32,132,128,2,1,530.11,522.72,7.39, 
33,18, F, lat,1,8,0,132,129,2,0,0,0,0, 
33,18, F, lat,1,2,32,132,130,2,1,1130.46,1127.89,2.57, 
33,18, F, lat,1,5,0,132,131,2,0,0,0,0, 
34,18, F, lat,1,7,0,132,1,1,0,0,0,0, 
34,18, F, lat,1,9,32,132,2,1,1,365.66,361.81,3.85, 
34,18, F, lat,1,2,32,132,3,1,1,288.31,285.01,3.3, 
34,18, F, lat,1,2,32,132,4,1,1,361.36,357.97,3.4, 
34,18, F, lat,1,8,32,132,5,1,1,378.54,375.26,3.28, 
34,18, F, lat,1,7,32,132,6,1,1,581,577.02,3.98, 
34,18, F, lat,2,3,32,132,7,1,0,404.82,401.43,3.4, 
34,18, F, lat,1,8,32,132,8,1,1,518.87,515.59,3.28, 
34,18, F, lat,1,5,32,132,9,1,1,591.21,587.91,3.31, 
34,18, F, lat,1,9,32,132,10,1,1,569.62,566.29,3.34, 
34,18, F, lat,1,7,32,132,11,1,1,535.68,532.12,3.56, 
34,18, F, lat,1,6,32,132,12,1,1,563.29,559.87,3.42, 
34,18, F, lat,2,3,0,132,13,1,1,0,0,0, 
34,18, F, lat,1,8,32,132,14,1,1,512.6,509.28,3.32, 
34,18, F, lat,1,7,32,132,15,1,1,380.73,376.46,4.27, 
34,18, F, lat,1,5,32,132,16,1,1,416.2,412.59,3.61, 
34,18, F, lat,1,8,32,132,17,1,1,498.71,495.24,3.47, 
34,18, F, lat,1,4,32,132,18,1,1,515.88,512.56,3.31, 
34,18, F, lat,1,5,32,132,19,1,1,575.68,571.41,4.27, 
34,18, F, lat,1,7,32,132,20,1,1,514.63,510.23,4.4, 
34,18, F, lat,1,4,32,132,21,1,1,575.89,571.47,4.42, 
34,18, F, lat,1,6,32,132,22,1,1,540.26,535.85,4.41, 
34,18, F, lat,2,3,0,132,23,1,1,0,0,0, 
34,18, F, lat,1,2,32,132,24,1,1,534.73,530.96,3.76, 
34,18, F, lat,1,4,32,132,25,1,1,325.44,322.2,3.25, 
34,18, F, lat,1,1,32,132,26,1,1,962.77,958.03,4.73, 
34,18, F, lat,1,1,32,132,27,1,1,712.86,709.52,3.34, 
34,18, F, lat,1,1,32,132,28,1,1,682.48,677.31,5.17, 
34,18, F, lat,1,5,32,132,29,1,1,509.54,506.24,3.3, 
34,18, F, lat,1,4,32,132,30,1,1,557.33,553.81,3.52, 
34,18, F, lat,1,7,32,132,31,1,1,447.52,443.08,4.44, 
34,18, F, lat,1,6,32,132,32,1,1,545.75,542.02,3.73, 
34,18, F, lat,1,1,32,132,33,1,1,586.39,583.1,3.29, 
34,18, F, lat,2,3,0,132,34,1,1,0,0,0, 
34,18, F, lat,1,1,32,132,35,1,1,884.92,881.67,3.25, 
34,18, F, lat,1,8,32,132,36,1,1,583.11,578.79,4.33, 
34,18, F, lat,1,5,32,132,37,1,1,656.56,653.37,3.19, 
34,18, F, lat,1,5,32,132,38,1,1,777.76,774.56,3.19, 
34,18, F, lat,1,9,32,132,39,1,1,626.41,622.47,3.94, 
34,18, F, lat,1,2,32,132,40,1,1,902.15,899.01,3.14, 
34,18, F, lat,1,8,32,132,41,1,1,869.2,865.84,3.36, 
34,18, F, lat,1,4,32,132,42,1,1,702.91,699.49,3.42, 
34,18, F, lat,1,4,32,132,43,1,1,902.54,898.61,3.93, 
34,18, F, lat,1,5,32,132,44,1,1,673.67,670.34,3.33, 
34,18, F, lat,1,7,32,132,45,1,1,449.34,444.82,4.52, 
34,18, F, lat,1,2,32,132,46,1,1,549.33,545.98,3.35, 
34,18, F, lat,1,7,32,132,47,1,1,660.3,656.24,4.06, 
34,18, F, lat,1,9,32,132,48,1,1,630.92,627.23,3.68, 
34,18, F, lat,1,8,32,132,49,1,1,521.23,514.24,6.99, 
34,18, F, lat,1,9,32,132,50,1,1,552.52,549.1,3.41, 
34,18, F, lat,1,1,32,132,51,1,1,736.31,728.58,7.73, 
34,18, F, lat,1,9,32,132,52,1,1,547.22,542.62,4.6, 
34,18, F, lat,1,5,32,132,53,1,1,427.51,418.83,8.69, 
34,18, F, lat,1,6,32,132,54,1,1,1240.54,1237.24,3.3, 
34,18, F, lat,1,6,32,132,55,1,1,442.99,438.51,4.48, 
34,18, F, lat,1,6,32,132,56,1,1,474.3,470.83,3.47, 
34,18, F, lat,1,7,32,132,57,1,1,676.84,673.72,3.12, 
34,18, F, lat,1,8,32,132,58,1,1,599.55,595.66,3.89, 
34,18, F, lat,3,111,97,132,59,1,999,7015.8,7012.81,2.99, 
34,18, F, lat,1,1,32,132,60,1,1,736.94,732.73,4.21, 
34,18, F, lat,1,7,32,132,61,1,1,491.41,488.2,3.2, 
34,18, F, lat,1,6,32,132,62,1,1,449.95,445.48,4.46, 
34,18, F, lat,1,8,32,132,63,1,1,1003.6,1000.24,3.36, 
34,18, F, lat,2,3,0,132,64,1,1,0,0,0, 
34,18, F, lat,1,4,32,132,65,1,1,606.24,602.88,3.36, 
34,18, F, lat,1,6,32,132,66,1,1,336.8,333.37,3.43, 
34,18, F, lat,1,1,32,132,67,1,1,368.93,364.13,4.81, 
34,18, F, lat,1,5,32,132,68,1,1,338.52,335.19,3.33, 
34,18, F, lat,1,6,32,132,69,1,1,362.01,355.02,6.99, 
34,18, F, lat,1,9,32,132,70,1,1,382.11,378.78,3.32, 
34,18, F, lat,1,9,32,132,71,1,1,506.62,502.28,4.34, 
34,18, F, lat,1,6,32,132,72,1,1,592.12,587.74,4.38, 
34,18, F, lat,3,111,97,132,73,1,999,2545.22,2541.93,3.29, 
34,18, F, lat,1,2,32,132,74,1,1,923.61,920.33,3.28, 
34,18, F, lat,1,7,32,132,75,1,1,516.38,511.97,4.42, 
34,18, F, lat,1,1,32,132,76,1,1,471.31,466.94,4.37, 
34,18, F, lat,2,3,0,132,77,1,1,0,0,0, 
34,18, F, lat,1,1,32,132,78,1,1,595,590.66,4.34, 
34,18, F, lat,1,2,32,132,79,1,1,361.52,357.93,3.58, 
34,18, F, lat,1,1,32,132,80,1,1,452.1,447.66,4.44, 
34,18, F, lat,1,9,32,132,81,1,1,678.42,674.17,4.25, 
34,18, F, lat,1,8,32,132,82,1,1,640.15,636.83,3.32, 
34,18, F, lat,3,111,97,132,83,1,999,2023.46,2020.24,3.22, 
34,18, F, lat,1,4,32,132,84,1,1,508.42,504.05,4.37, 
34,18, F, lat,1,6,32,132,85,1,1,420.74,415.37,5.37, 
34,18, F, lat,2,3,32,132,86,1,0,331.68,323.04,8.64, 
34,18, F, lat,1,2,32,132,87,1,1,728.07,723.71,4.37, 
34,18, F, lat,1,2,32,132,88,1,1,746.86,742.36,4.5, 
34,18, F, lat,1,9,32,132,89,1,1,636.67,632.21,4.47, 
34,18, F, lat,1,6,32,132,90,1,1,530.94,521.35,9.59, 
34,18, F, lat,1,9,32,132,91,1,1,441.74,437.37,4.36, 
34,18, F, lat,1,2,32,132,92,1,1,615.5,611.06,4.44, 
34,18, F, lat,1,2,32,132,93,1,1,844.63,836.9,7.73, 
34,18, F, lat,2,3,0,132,94,1,1,0,0,0, 
34,18, F, lat,1,8,32,132,95,1,1,474.4,471.01,3.38, 
34,18, F, lat,1,9,32,132,96,1,1,387.49,384.22,3.28, 
34,18, F, lat,1,7,32,132,97,1,1,389.88,386.65,3.23, 
34,18, F, lat,1,2,32,132,98,1,1,424.03,419.37,4.66, 
34,18, F, lat,1,5,32,132,99,1,1,513.8,510.42,3.38, 
34,18, F, lat,2,3,0,132,100,1,1,0,0,0, 
34,18, F, lat,1,1,32,132,101,1,1,539.03,535.55,3.48, 
34,18, F, lat,1,6,32,132,102,1,1,416.39,412.04,4.35, 
34,18, F, lat,1,2,32,132,103,1,1,399.46,395.26,4.19, 
34,18, F, lat,1,4,32,132,104,1,1,421.83,414.96,6.87, 
34,18, F, lat,3,111,100,132,105,1,999,11122.3,11119.16,3.14, 
34,18, F, lat,1,6,32,132,106,1,1,1160.09,1156.68,3.41, 
34,18, F, lat,1,7,32,132,107,1,1,457.09,453.6,3.48, 
34,18, F, lat,3,111,97,132,108,1,999,4098.6,4095.18,3.42, 
34,18, F, lat,1,5,32,132,109,1,1,1145.75,1142.03,3.72, 
34,18, F, lat,1,4,32,132,110,1,1,577.42,573.5,3.92, 
34,18, F, lat,2,3,0,132,111,1,1,0,0,0, 
34,18, F, lat,1,7,32,132,112,1,1,399.15,395.88,3.27, 
34,18, F, lat,1,4,32,132,113,1,1,449.86,445.36,4.5, 
34,18, F, lat,1,9,32,132,114,1,1,376.49,373.08,3.41, 
34,18, F, lat,1,8,32,132,115,1,1,395.64,391.3,4.34, 
34,18, F, lat,2,3,0,132,116,1,1,0,0,0, 
34,18, F, lat,1,5,32,132,117,1,1,406.52,399.64,6.87, 
34,18, F, lat,1,8,32,132,118,1,1,353.77,346.52,7.24, 
34,18, F, lat,1,1,32,132,119,1,1,392.15,387.98,4.18, 
34,18, F, lat,1,2,32,132,120,1,1,534.94,531.52,3.43, 
34,18, F, lat,2,3,0,132,121,1,1,0,0,0, 
34,18, F, lat,1,4,32,132,122,1,1,378.3,371.34,6.96, 
34,18, F, lat,1,4,32,132,123,1,1,533.26,529.87,3.39, 
34,18, F, lat,1,5,32,132,124,1,1,680.44,676.05,4.38, 
34,18, F, lat,2,3,0,132,125,1,1,0,0,0, 
34,18, F, lat,1,4,32,132,126,1,1,594.96,590.62,4.33, 
34,18, F, lat,1,8,32,132,127,1,1,745.1,741.02,4.07, 
34,18, F, lat,1,9,32,132,128,1,1,971.8,968.55,3.26, 
34,18, F, lat,2,3,0,132,129,1,1,0,0,0, 
34,18, F, lat,1,5,32,132,130,1,1,1213.99,1210.65,3.34, 
34,18, F, lat,1,1,0,132,131,1,0,0,0,0, 
34,18, F, lat,1,8,32,132,1,2,1,4.93,0.42,4.51, 
34,18, F, lat,1,6,32,132,2,2,1,642.48,638.06,4.43, 
34,18, F, lat,1,9,32,132,3,2,1,428.43,423.72,4.71, 
34,18, F, lat,1,8,32,132,4,2,1,434.68,430.6,4.09, 
34,18, F, lat,2,3,0,132,5,2,1,0,0,0, 
34,18, F, lat,1,7,32,132,6,2,1,450.1,445.66,4.44, 
34,18, F, lat,1,9,32,132,7,2,1,441.15,437.97,3.18, 
34,18, F, lat,1,9,32,132,8,2,1,408.25,404.25,4.01, 
34,18, F, lat,1,8,32,132,9,2,1,408.14,401.23,6.91, 
34,18, F, lat,1,7,32,132,10,2,1,446.04,441.63,4.41, 
34,18, F, lat,1,2,32,132,11,2,1,401.52,397.16,4.36, 
34,18, F, lat,1,7,32,132,12,2,1,395.16,390.78,4.38, 
34,18, F, lat,1,1,32,132,13,2,1,448.56,445.06,3.5, 
34,18, F, lat,1,2,32,132,14,2,1,434.35,430.76,3.59, 
34,18, F, lat,1,1,32,132,15,2,1,483.31,479.82,3.48, 
34,18, F, lat,2,3,0,132,16,2,1,0,0,0, 
34,18, F, lat,1,8,32,132,17,2,1,386.69,379.79,6.9, 
34,18, F, lat,1,6,32,132,18,2,1,411.28,407.91,3.37, 
34,18, F, lat,1,9,32,132,19,2,1,556.17,551.79,4.37, 
34,18, F, lat,1,4,32,132,20,2,1,402.18,398.78,3.41, 
34,18, F, lat,2,3,0,132,21,2,1,0,0,0, 
34,18, F, lat,1,5,32,132,22,2,1,684.89,681.48,3.41, 
34,18, F, lat,1,9,32,132,23,2,1,1105.99,1101.65,4.33, 
34,18, F, lat,1,6,32,132,24,2,1,998.72,994.96,3.76, 
34,18, F, lat,1,7,32,132,25,2,1,418.2,413.81,4.39, 
34,18, F, lat,1,2,32,132,26,2,1,429.72,426.43,3.29, 
34,18, F, lat,1,9,32,132,27,2,1,563.36,559.48,3.88, 
34,18, F, lat,3,111,97,132,28,2,999,2972.88,2969.63,3.25, 
34,18, F, lat,1,9,32,132,29,2,1,476.95,473.72,3.23, 
34,18, F, lat,1,1,32,132,30,2,1,456.2,452.93,3.26, 
34,18, F, lat,1,8,32,132,31,2,1,681.08,677.74,3.34, 
34,18, F, lat,1,7,32,132,32,2,1,553.84,549.71,4.13, 
34,18, F, lat,1,2,32,132,33,2,1,541.91,537.48,4.43, 
34,18, F, lat,1,8,32,132,34,2,1,527.96,524.73,3.23, 
34,18, F, lat,1,8,32,132,35,2,1,645.78,642.44,3.35, 
34,18, F, lat,2,3,0,132,36,2,1,0,0,0, 
34,18, F, lat,1,6,32,132,37,2,1,441.69,438.34,3.34, 
34,18, F, lat,1,5,32,132,38,2,1,421.68,417.14,4.54, 
34,18, F, lat,1,9,32,132,39,2,1,863.63,859.43,4.2, 
34,18, F, lat,1,2,32,132,40,2,1,542.65,538.58,4.08, 
34,18, F, lat,1,5,32,132,41,2,1,568.53,564.14,4.38, 
34,18, F, lat,1,9,32,132,42,2,1,447.66,443.21,4.45, 
34,18, F, lat,1,7,32,132,43,2,1,428.53,425.25,3.28, 
34,18, F, lat,3,111,97,132,44,2,999,3972.32,3968.98,3.34, 
34,18, F, lat,1,6,32,132,45,2,1,755.6,751.12,4.49, 
34,18, F, lat,1,8,32,132,46,2,1,567.56,563.11,4.45, 
34,18, F, lat,1,2,32,132,47,2,1,393,388.65,4.35, 
34,18, F, lat,2,3,0,132,48,2,1,0,0,0, 
34,18, F, lat,1,5,32,132,49,2,1,532.24,523.11,9.13, 
34,18, F, lat,1,5,32,132,50,2,1,489.37,482.46,6.91, 
34,18, F, lat,1,4,32,132,51,2,1,414.82,411.19,3.62, 
34,18, F, lat,1,9,32,132,52,2,1,897.17,893.87,3.3, 
34,18, F, lat,1,4,32,132,53,2,1,442.95,438.64,4.31, 
34,18, F, lat,1,6,32,132,54,2,1,406.44,402.13,4.32, 
34,18, F, lat,2,3,0,132,55,2,1,0,0,0, 
34,18, F, lat,1,6,32,132,56,2,1,495.16,491.99,3.17, 
34,18, F, lat,1,8,32,132,57,2,1,392.44,388.05,4.39, 
34,18, F, lat,1,2,32,132,58,2,1,401.4,397.13,4.27, 
34,18, F, lat,2,3,0,132,59,2,1,0,0,0, 
34,18, F, lat,1,8,32,132,60,2,1,396.29,392.89,3.39, 
34,18, F, lat,1,8,32,132,61,2,1,455.31,448.12,7.19, 
34,18, F, lat,1,1,32,132,62,2,1,375.95,371.59,4.36, 
34,18, F, lat,1,9,32,132,63,2,1,1176.34,1173.04,3.3, 
34,18, F, lat,2,3,0,132,64,2,1,0,0,0, 
34,18, F, lat,1,1,32,132,65,2,1,354.56,350.3,4.25, 
34,18, F, lat,1,4,32,132,66,2,1,416.77,409.93,6.84, 
34,18, F, lat,1,5,32,132,67,2,1,421.18,416.83,4.35, 
34,18, F, lat,1,7,32,132,68,2,1,399.24,392.4,6.84, 
34,18, F, lat,1,2,32,132,69,2,1,794.48,791.29,3.19, 
34,18, F, lat,1,1,32,132,70,2,1,651.6,648.43,3.17, 
34,18, F, lat,3,111,100,132,71,2,999,9772.88,9769.7,3.18, 
34,18, F, lat,1,1,32,132,72,2,1,558.13,554.83,3.31, 
34,18, F, lat,1,2,32,132,73,2,1,435.3,431.94,3.36, 
34,18, F, lat,1,4,32,132,74,2,1,503.56,500.28,3.28, 
34,18, F, lat,1,9,32,132,75,2,1,425.73,421.63,4.1, 
34,18, F, lat,2,3,0,132,76,2,1,0,0,0, 
34,18, F, lat,1,7,32,132,77,2,1,401.52,397.95,3.57, 
34,18, F, lat,1,4,32,132,78,2,1,461.02,456.67,4.35, 
34,18, F, lat,1,2,32,132,79,2,1,367.91,364.73,3.18, 
34,18, F, lat,1,7,32,132,80,2,1,375.98,372.57,3.41, 
34,18, F, lat,1,8,32,132,81,2,1,602.46,599.2,3.26, 
34,18, F, lat,1,5,32,132,82,2,1,1090.34,1087.2,3.15, 
34,18, F, lat,1,5,32,132,83,2,1,380.48,377.04,3.44, 
34,18, F, lat,1,4,32,132,84,2,1,406,402.68,3.31, 
34,18, F, lat,2,3,0,132,85,2,1,0,0,0, 
34,18, F, lat,1,9,32,132,86,2,1,369.54,365.18,4.36, 
34,18, F, lat,1,1,32,132,87,2,1,348.71,344.54,4.17, 
34,18, F, lat,1,4,32,132,88,2,1,411.19,407.95,3.24, 
34,18, F, lat,1,2,32,132,89,2,1,446.02,431.9,14.12, 
34,18, F, lat,3,111,97,132,90,2,999,3806.9,3803.47,3.43, 
34,18, F, lat,1,6,32,132,91,2,1,845.81,837.79,8.02, 
34,18, F, lat,1,8,32,132,92,2,1,368.66,365.41,3.26, 
34,18, F, lat,1,4,32,132,93,2,1,422.17,415.2,6.97, 
34,18, F, lat,1,7,32,132,94,2,1,382.53,378.08,4.45, 
34,18, F, lat,1,7,32,132,95,2,1,384.39,379.95,4.44, 
34,18, F, lat,1,5,32,132,96,2,1,386.63,379.67,6.96, 
34,18, F, lat,1,2,32,132,97,2,1,440.65,430.64,10.01, 
34,18, F, lat,1,1,32,132,98,2,1,522.23,517.79,4.45, 
34,18, F, lat,1,4,32,132,99,2,1,539.78,536.29,3.49, 
34,18, F, lat,1,7,32,132,100,2,1,350.21,346.97,3.25, 
34,18, F, lat,1,4,32,132,101,2,1,413.03,408.96,4.07, 
34,18, F, lat,2,3,0,132,102,2,1,0,0,0, 
34,18, F, lat,1,1,32,132,103,2,1,418.97,414.22,4.75, 
34,18, F, lat,1,4,32,132,104,2,1,395.63,391.19,4.43, 
34,18, F, lat,1,7,32,132,105,2,1,315.67,310.71,4.96, 
34,18, F, lat,1,5,32,132,106,2,1,454.6,447.45,7.15, 
34,18, F, lat,2,3,32,132,107,2,0,278.49,275.18,3.3, 
34,18, F, lat,1,1,32,132,108,2,1,951.01,946.65,4.36, 
34,18, F, lat,1,9,32,132,109,2,1,458.13,454.91,3.21, 
34,18, F, lat,1,1,0,132,110,2,0,0,0,0, 
34,18, F, lat,1,1,32,132,111,2,1,339.72,335.31,4.4, 
34,18, F, lat,1,5,32,132,112,2,1,414.18,409.87,4.31, 
34,18, F, lat,1,4,32,132,113,2,1,366.71,359.8,6.91, 
34,18, F, lat,1,7,32,132,114,2,1,437.84,433.4,4.43, 
34,18, F, lat,1,5,32,132,115,2,1,371.22,367.15,4.08, 
34,18, F, lat,1,6,32,132,116,2,1,330.8,327.34,3.46, 
34,18, F, lat,3,111,99,132,117,2,999,9810.88,9807.59,3.29, 
34,18, F, lat,1,8,32,132,118,2,1,576.66,572.31,4.36, 
34,18, F, lat,1,6,32,132,119,2,1,997.97,994.52,3.45, 
34,18, F, lat,1,6,32,132,120,2,1,378.15,373.63,4.52, 
34,18, F, lat,1,2,32,132,121,2,1,578.61,574.22,4.39, 
34,18, F, lat,1,5,32,132,122,2,1,378.86,375.61,3.25, 
34,18, F, lat,1,2,32,132,123,2,1,382.51,379.05,3.45, 
